GEOID,year,name,parent.location,population,poverty.rate,renter.occupied.households,pct.renter.occupied,median.gross.rent,median.household.income,median.property.value,rent.burden,pct.white,pct.af.am,pct.hispanic,pct.am.ind,pct.asian,pct.nh.pi,pct.multiple,pct.other,eviction.filings,evictions,eviction.rate,eviction.filing.rate,low.flag,imputed,subbed
060170314062,2012,314.06.2,"El Dorado County, California",2096,3.27,123,5.88,1099,85871,255300,22.6,88.88,0,10.4,0,0,0,0.72,0,9,4,3.26,7.34,0,0,0
060170314062,2013,314.06.2,"El Dorado County, California",2096,3.27,125,5.88,1099,85871,255300,22.6,88.88,0,10.4,0,0,0,0.72,0,6,5,4,4.8,0,0,0
060170314062,2014,314.06.2,"El Dorado County, California",2096,3.27,127,5.88,1099,85871,255300,22.6,88.88,0,10.4,0,0,0,0.72,0,7,4,3.14,5.5,0,0,0
060170314063,2011,314.06.3,"El Dorado County, California",999,4.73,46,15.2,,44018,320400,,95.7,0,4.3,0,0,0,0,0,2,1,2.19,4.38,0,0,0
060170314063,2012,314.06.3,"El Dorado County, California",999,4.73,46,15.2,,44018,320400,,95.7,0,4.3,0,0,0,0,0,2,0,0,4.32,0,0,0
060170314063,2013,314.06.3,"El Dorado County, California",999,4.73,47,15.2,,44018,320400,,95.7,0,4.3,0,0,0,0,0,3,3,6.38,6.38,0,0,0
060170314063,2014,314.06.3,"El Dorado County, California",999,4.73,48,15.2,,44018,320400,,95.7,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0
060170314064,2011,314.06.4,"El Dorado County, California",1458,17.76,77,5.38,,75000,215700,,69.68,0,11.73,7.2,0,2.95,8.44,0,8,3,3.89,10.37,0,0,0
060170314064,2012,314.06.4,"El Dorado County, California",1458,17.76,78,5.38,,75000,215700,,69.68,0,11.73,7.2,0,2.95,8.44,0,6,5,6.38,7.66,0,0,0
060170314064,2013,314.06.4,"El Dorado County, California",1458,17.76,80,5.38,,75000,215700,,69.68,0,11.73,7.2,0,2.95,8.44,0,2,2,2.52,2.52,0,0,0
060170314064,2014,314.06.4,"El Dorado County, California",1458,17.76,81,5.38,,75000,215700,,69.68,0,11.73,7.2,0,2.95,8.44,0,7,4,4.96,8.68,0,0,0
060170315021,2011,315.02.1,"El Dorado County, California",2735,18.17,323,37.97,891,33021,223600,43.4,67.64,0.26,20.88,0,1.76,2.56,6.91,0,6,1,0.31,1.86,0,0,0
060170315021,2012,315.02.1,"El Dorado County, California",2735,18.17,327,37.97,891,33021,223600,43.4,67.64,0.26,20.88,0,1.76,2.56,6.91,0,9,4,1.22,2.76,0,0,0
060170315021,2013,315.02.1,"El Dorado County, California",2735,18.17,330,37.97,891,33021,223600,43.4,67.64,0.26,20.88,0,1.76,2.56,6.91,0,6,3,0.91,1.82,0,0,0
060170315021,2014,315.02.1,"El Dorado County, California",2735,18.17,333,37.97,891,33021,223600,43.4,67.64,0.26,20.88,0,1.76,2.56,6.91,0,10,6,1.8,3,0,0,0
060170315022,2011,315.02.2,"El Dorado County, California",2562,6.49,470,37.98,1511,51958,176600,33.9,86.14,1.37,7.73,1.17,3.04,0,0.55,0,8,5,1.06,1.7,0,0,0
060170315022,2012,315.02.2,"El Dorado County, California",2562,6.49,472,37.98,1511,51958,176600,33.9,86.14,1.37,7.73,1.17,3.04,0,0.55,0,7,4,0.85,1.48,0,0,0
060170315022,2013,315.02.2,"El Dorado County, California",2562,6.49,475,37.98,1511,51958,176600,33.9,86.14,1.37,7.73,1.17,3.04,0,0.55,0,5,2,0.42,1.05,0,0,0
060170315022,2014,315.02.2,"El Dorado County, California",2562,6.49,477,37.98,1511,51958,176600,33.9,86.14,1.37,7.73,1.17,3.04,0,0.55,0,13,4,0.84,2.73,0,0,0
060170315023,2011,315.02.3,"El Dorado County, California",1229,0,56,9.54,,69083,407700,,65.42,0.24,11.55,3.91,0,0,17.9,0.98,3,1,1.8,5.41,0,0,0
060170315023,2012,315.02.3,"El Dorado County, California",1229,0,56,9.54,,69083,407700,,65.42,0.24,11.55,3.91,0,0,17.9,0.98,0,0,0,0,0,0,0
060170315023,2013,315.02.3,"El Dorado County, California",1229,0,57,9.54,,69083,407700,,65.42,0.24,11.55,3.91,0,0,17.9,0.98,1,1,1.77,1.77,0,0,0
060170315023,2014,315.02.3,"El Dorado County, California",1229,0,57,9.54,,69083,407700,,65.42,0.24,11.55,3.91,0,0,17.9,0.98,1,0,0,1.75,0,0,0
060170315031,2011,315.03.1,"El Dorado County, California",761,7.58,41,14.55,945,70288,369600,30.9,91.59,0,6.7,0,0,0,1.71,0,2,2,4.9,4.9,0,0,0
060170315031,2012,315.03.1,"El Dorado County, California",761,7.58,42,14.55,945,70288,369600,30.9,91.59,0,6.7,0,0,0,1.71,0,1,1,2.4,2.4,0,0,0
060170315031,2013,315.03.1,"El Dorado County, California",761,7.58,43,14.55,945,70288,369600,30.9,91.59,0,6.7,0,0,0,1.71,0,0,0,0,0,0,0,0
060170315031,2014,315.03.1,"El Dorado County, California",761,7.58,43,14.55,945,70288,369600,30.9,91.59,0,6.7,0,0,0,1.71,0,1,0,0,2.31,0,0,0
060170315032,2011,315.03.2,"El Dorado County, California",2088,3.53,167,27.23,1194,66250,309600,28.9,87.45,0,9.53,0,0.72,0,2.3,0,4,3,1.8,2.4,0,0,0
060170315032,2012,315.03.2,"El Dorado County, California",2088,3.53,169,27.23,1194,66250,309600,28.9,87.45,0,9.53,0,0.72,0,2.3,0,6,1,0.59,3.54,0,0,0
060170315032,2013,315.03.2,"El Dorado County, California",2088,3.53,172,27.23,1194,66250,309600,28.9,87.45,0,9.53,0,0.72,0,2.3,0,1,0,0,0.58,0,0,0
060170315032,2014,315.03.2,"El Dorado County, California",2088,3.53,175,27.23,1194,66250,309600,28.9,87.45,0,9.53,0,0.72,0,2.3,0,4,2,1.15,2.29,0,0,0
060170315041,2011,315.04.1,"El Dorado County, California",1852,17.13,106,23.68,1188,40990,122600,44.2,79.86,0,17.76,0,1.46,0,0.92,0,0,0,0,0,0,0,0
060170315041,2012,315.04.1,"El Dorado County, California",1852,17.13,106,23.68,1188,40990,122600,44.2,79.86,0,17.76,0,1.46,0,0.92,0,4,3,2.84,3.79,0,0,0
060170315041,2013,315.04.1,"El Dorado County, California",1852,17.13,105,23.68,1188,40990,122600,44.2,79.86,0,17.76,0,1.46,0,0.92,0,1,0,0,0.95,0,0,0
060170315041,2014,315.04.1,"El Dorado County, California",1852,17.13,104,23.68,1188,40990,122600,44.2,79.86,0,17.76,0,1.46,0,0.92,0,2,0,0,1.92,0,0,0
060170315042,2011,315.04.2,"El Dorado County, California",830,0,59,1.95,,,330500,,90,0,10,0,0,0,0,0,3,2,3.41,5.11,0,0,0
060170315042,2012,315.04.2,"El Dorado County, California",830,0,59,1.95,,,330500,,90,0,10,0,0,0,0,0,2,1,1.69,3.37,0,0,0
060170315042,2013,315.04.2,"El Dorado County, California",830,0,60,1.95,,,330500,,90,0,10,0,0,0,0,0,1,0,0,1.67,0,0,0
060170315042,2014,315.04.2,"El Dorado County, California",830,0,61,1.95,,,330500,,90,0,10,0,0,0,0,0,3,2,3.3,4.95,0,0,0
060170315043,2011,315.04.3,"El Dorado County, California",887,14.29,76,22.74,,41518,270000,,89.52,0,10.48,0,0,0,0,0,1,0,0,1.31,0,0,0
060170315043,2012,315.04.3,"El Dorado County, California",887,14.29,77,22.74,,41518,270000,,89.52,0,10.48,0,0,0,0,0,5,2,2.59,6.47,0,0,0
060170315043,2013,315.04.3,"El Dorado County, California",887,14.29,79,22.74,,41518,270000,,89.52,0,10.48,0,0,0,0,0,0,0,0,0,0,0,0
060170315043,2014,315.04.3,"El Dorado County, California",887,14.29,80,22.74,,41518,270000,,89.52,0,10.48,0,0,0,0,0,4,2,2.51,5.02,0,0,0
060170315044,2011,315.04.4,"El Dorado County, California",1902,3.97,195,23.69,,55729,242900,23.4,93.9,0,4.68,0,0.74,0,0.68,0,7,5,2.57,3.6,0,0,0
060170315044,2012,315.04.4,"El Dorado County, California",1902,3.97,199,23.69,,55729,242900,23.4,93.9,0,4.68,0,0.74,0,0.68,0,5,2,1,2.51,0,0,0
060170315044,2013,315.04.4,"El Dorado County, California",1902,3.97,204,23.69,,55729,242900,23.4,93.9,0,4.68,0,0.74,0,0.68,0,6,5,2.45,2.94,0,0,0
060170315044,2014,315.04.4,"El Dorado County, California",1902,3.97,209,23.69,,55729,242900,23.4,93.9,0,4.68,0,0.74,0,0.68,0,12,7,3.35,5.75,0,0,0
060170316001,2011,316.1,"El Dorado County, California",1286,0,334,92.17,823,59630,350000,20.6,28.46,0.16,30.64,0,36.55,0,4.2,0,8,6,1.8,2.4,0,0,0
060170316001,2012,316.1,"El Dorado County, California",1286,0,340,92.17,823,59630,350000,20.6,28.46,0.16,30.64,0,36.55,0,4.2,0,5,3,0.88,1.47,0,0,0
060170316001,2013,316.1,"El Dorado County, California",1286,0,346,92.17,823,59630,350000,20.6,28.46,0.16,30.64,0,36.55,0,4.2,0,9,7,2.02,2.6,0,0,0
060170316001,2014,316.1,"El Dorado County, California",1286,0,352,92.17,823,59630,350000,20.6,28.46,0.16,30.64,0,36.55,0,4.2,0,5,4,1.14,1.42,0,0,0
060170316002,2011,316.2,"El Dorado County, California",446,0,202,47.24,,,373700,,51.57,0.45,47.09,0,0.45,0,0.45,0,6,3,1.49,2.97,0,0,0
060170316002,2012,316.2,"El Dorado County, California",446,0,206,47.24,,,373700,,51.57,0.45,47.09,0,0.45,0,0.45,0,4,2,0.97,1.94,0,0,0
060170316002,2013,316.2,"El Dorado County, California",446,0,210,47.24,,,373700,,51.57,0.45,47.09,0,0.45,0,0.45,0,6,3,1.43,2.86,0,0,0
060170316002,2014,316.2,"El Dorado County, California",446,0,213,47.24,,,373700,,51.57,0.45,47.09,0,0.45,0,0.45,0,3,0,0,1.41,0,0,0
060170316003,2011,316.3,"El Dorado County, California",448,0,219,92.77,788,26829,,37.4,29.02,0,66.07,0,0,0,4.91,0,9,1,0.46,4.11,0,0,0
060170316003,2012,316.3,"El Dorado County, California",448,0,220,92.77,788,26829,,37.4,29.02,0,66.07,0,0,0,4.91,0,9,6,2.73,4.1,0,0,0
060170316003,2013,316.3,"El Dorado County, California",448,0,221,92.77,788,26829,,37.4,29.02,0,66.07,0,0,0,4.91,0,12,7,3.17,5.44,0,0,0
060170316003,2014,316.3,"El Dorado County, California",448,0,221,92.77,788,26829,,37.4,29.02,0,66.07,0,0,0,4.91,0,16,13,5.87,7.23,0,0,0
060170316004,2011,316.4,"El Dorado County, California",936,27.32,241,86.32,863,30855,404000,43.3,29.38,13.57,57.05,0,0,0,0,0,10,8,3.32,4.15,0,0,0
060170316004,2012,316.4,"El Dorado County, California",936,27.32,242,86.32,863,30855,404000,43.3,29.38,13.57,57.05,0,0,0,0,0,10,8,3.31,4.14,0,0,0
060170316004,2013,316.4,"El Dorado County, California",936,27.32,243,86.32,863,30855,404000,43.3,29.38,13.57,57.05,0,0,0,0,0,12,6,2.47,4.95,0,0,0
060170316004,2014,316.4,"El Dorado County, California",936,27.32,243,86.32,863,30855,404000,43.3,29.38,13.57,57.05,0,0,0,0,0,7,4,1.64,2.88,0,0,0
060170316005,2011,316.5,"El Dorado County, California",802,18.63,282,86.11,927,30379,,43.1,21.2,0,78.8,0,0,0,0,0,6,3,1.06,2.13,0,0,0
060170316005,2012,316.5,"El Dorado County, California",802,18.63,283,86.11,927,30379,,43.1,21.2,0,78.8,0,0,0,0,0,13,7,2.47,4.59,0,0,0
060170316005,2013,316.5,"El Dorado County, California",802,18.63,284,86.11,927,30379,,43.1,21.2,0,78.8,0,0,0,0,0,5,1,0.35,1.76,0,0,0
060170316005,2014,316.5,"El Dorado County, California",802,18.63,285,86.11,927,30379,,43.1,21.2,0,78.8,0,0,0,0,0,3,2,0.7,1.05,0,0,0
060170317001,2011,317.1,"El Dorado County, California",2941,0.53,68,5.92,1577,164286,619500,18,76.3,0.54,5,0,11.02,0,6.43,0.71,5,0,0,7.32,0,0,0
060170317001,2012,317.1,"El Dorado County, California",2941,0.53,70,5.92,1577,164286,619500,18,76.3,0.54,5,0,11.02,0,6.43,0.71,0,0,0,0,0,0,0
060170317001,2013,317.1,"El Dorado County, California",2941,0.53,71,5.92,1577,164286,619500,18,76.3,0.54,5,0,11.02,0,6.43,0.71,1,0,0,1.41,0,0,0
060170317001,2014,317.1,"El Dorado County, California",2941,0.53,72,5.92,1577,164286,619500,18,76.3,0.54,5,0,11.02,0,6.43,0.71,2,2,2.76,2.76,0,0,0
060170318001,2011,318.1,"El Dorado County, California",594,0,27,6.35,,130313,565600,,49.49,0,4.38,0,28.96,0,17.17,0,3,1,3.66,10.98,0,0,0
060170318001,2012,318.1,"El Dorado County, California",594,0,28,6.35,,130313,565600,,49.49,0,4.38,0,28.96,0,17.17,0,0,0,0,0,0,0,0
060170318001,2013,318.1,"El Dorado County, California",594,0,28,6.35,,130313,565600,,49.49,0,4.38,0,28.96,0,17.17,0,0,0,0,0,0,0,0
060170318001,2014,318.1,"El Dorado County, California",594,0,28,6.35,,130313,565600,,49.49,0,4.38,0,28.96,0,17.17,0,0,0,0,0,0,0,0
060170318002,2011,318.2,"El Dorado County, California",3991,8.31,125,22.93,2382,100673,506300,23.6,60.91,2.71,8.84,0.55,21.3,0,5.69,0,7,1,0.8,5.59,0,0,0
060170318002,2012,318.2,"El Dorado County, California",3991,8.31,127,22.93,2382,100673,506300,23.6,60.91,2.71,8.84,0.55,21.3,0,5.69,0,6,3,2.37,4.74,0,0,0
060170318002,2013,318.2,"El Dorado County, California",3991,8.31,128,22.93,2382,100673,506300,23.6,60.91,2.71,8.84,0.55,21.3,0,5.69,0,2,1,0.78,1.56,0,0,0
060170318002,2014,318.2,"El Dorado County, California",3991,8.31,129,22.93,2382,100673,506300,23.6,60.91,2.71,8.84,0.55,21.3,0,5.69,0,0,0,0,0,0,0,0
060170318003,2011,318.3,"El Dorado County, California",2829,18.76,125,23.39,2857,106287,461300,34.6,71.62,0.64,5.16,0,13.54,0,9.05,0,6,2,1.6,4.79,0,0,0
060170318003,2012,318.3,"El Dorado County, California",2829,18.76,129,23.39,2857,106287,461300,34.6,71.62,0.64,5.16,0,13.54,0,9.05,0,4,2,1.55,3.11,0,0,0
060170318003,2013,318.3,"El Dorado County, California",2829,18.76,132,23.39,2857,106287,461300,34.6,71.62,0.64,5.16,0,13.54,0,9.05,0,2,1,0.76,1.52,0,0,0
060170318003,2014,318.3,"El Dorado County, California",2829,18.76,135,23.39,2857,106287,461300,34.6,71.62,0.64,5.16,0,13.54,0,9.05,0,0,0,0,0,0,0,0
060170319001,2011,319.1,"El Dorado County, California",93,11.76,10,4.26,,73875,395800,,83.87,0,8.6,6.45,1.08,0,0,0,0,0,0,0,0,0,0
060170319001,2012,319.1,"El Dorado County, California",93,11.76,10,4.26,,73875,395800,,83.87,0,8.6,6.45,1.08,0,0,0,0,0,0,0,0,0,0
060170319001,2013,319.1,"El Dorado County, California",93,11.76,11,4.26,,73875,395800,,83.87,0,8.6,6.45,1.08,0,0,0,0,0,0,0,0,0,0
060170319001,2014,319.1,"El Dorado County, California",93,11.76,11,4.26,,73875,395800,,83.87,0,8.6,6.45,1.08,0,0,0,0,0,0,0,0,0,0
060170320001,2011,320.1,"El Dorado County, California",530,0,138,49.03,960,34563,450000,50,85.09,0,0,5.85,0,0,9.06,0,2,1,0.72,1.45,0,0,0
060170320001,2012,320.1,"El Dorado County, California",530,0,139,49.03,960,34563,450000,50,85.09,0,0,5.85,0,0,9.06,0,3,0,0,2.15,0,0,0
060170320001,2013,320.1,"El Dorado County, California",530,0,141,49.03,960,34563,450000,50,85.09,0,0,5.85,0,0,9.06,0,2,1,0.71,1.42,0,0,0
060170320001,2014,320.1,"El Dorado County, California",530,0,142,49.03,960,34563,450000,50,85.09,0,0,5.85,0,0,9.06,0,3,0,0,2.12,0,0,0
060170320002,2011,320.2,"El Dorado County, California",77,0,7,0,,,,,85.71,0,2.6,0,9.09,0,2.6,0,0,0,0,0,0,0,0
060170320002,2012,320.2,"El Dorado County, California",77,0,7,0,,,,,85.71,0,2.6,0,9.09,0,2.6,0,0,0,0,0,0,0,0
060170320002,2013,320.2,"El Dorado County, California",77,0,8,0,,,,,85.71,0,2.6,0,9.09,0,2.6,0,0,0,0,0,0,0,0
060170320002,2014,320.2,"El Dorado County, California",77,0,8,0,,,,,85.71,0,2.6,0,9.09,0,2.6,0,0,0,0,0,0,0,0
060170320003,2011,320.3,"El Dorado County, California",60,0,19,0,,,586500,,90,0,6.67,0,0,0,3.33,0,1,1,5.22,5.22,0,0,0
060170320003,2012,320.3,"El Dorado County, California",60,0,19,0,,,586500,,90,0,6.67,0,0,0,3.33,0,0,0,0,0,0,0,0
060170320003,2013,320.3,"El Dorado County, California",60,0,20,0,,,586500,,90,0,6.67,0,0,0,3.33,0,0,0,0,0,0,0,0
060170320003,2014,320.3,"El Dorado County, California",60,0,20,0,,,586500,,90,0,6.67,0,0,0,3.33,0,0,0,0,0,0,0,0
060179900000,2011,9900.0,"El Dorado County, California",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
060179900000,2012,9900.0,"El Dorado County, California",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
060179900000,2013,9900.0,"El Dorado County, California",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
060179900000,2014,9900.0,"El Dorado County, California",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
060210101001,2013,101.1,"Glenn County, California",2766,34.88,317,43.96,656,31172,157500,24.7,48.99,0.07,43.78,0.72,5.17,0.22,1.05,0,9,8,2.53,2.84,0,0,0
060210101001,2015,101.1,"Glenn County, California",2766,34.88,329,43.96,656,31172,157500,24.7,48.99,0.07,43.78,0.72,5.17,0.22,1.05,0,3,3,0.91,0.91,0,0,0
060210101001,2016,101.1,"Glenn County, California",2766,34.88,335,43.96,656,31172,157500,24.7,48.99,0.07,43.78,0.72,5.17,0.22,1.05,0,4,4,1.19,1.19,1,0,0
060210101002,2013,101.2,"Glenn County, California",2646,23.02,466,46.14,671,39821,209800,50,51.89,0.53,45.96,0,1.63,0,0,0,11,10,2.15,2.36,0,0,0
060210101002,2015,101.2,"Glenn County, California",2646,23.02,476,46.14,671,39821,209800,50,51.89,0.53,45.96,0,1.63,0,0,0,6,6,1.26,1.26,0,0,0
060210101002,2016,101.2,"Glenn County, California",2646,23.02,481,46.14,671,39821,209800,50,51.89,0.53,45.96,0,1.63,0,0,0,6,6,1.25,1.25,1,0,0
060210101003,2013,101.3,"Glenn County, California",1822,8.13,243,29.09,690,36190,192000,33.2,40.94,0,57.14,1.32,0.6,0,0,0,6,5,2.06,2.47,0,0,0
060210101003,2015,101.3,"Glenn County, California",1822,8.13,258,29.09,690,36190,192000,33.2,40.94,0,57.14,1.32,0.6,0,0,0,4,4,1.55,1.55,0,0,0
060210101003,2016,101.3,"Glenn County, California",1822,8.13,266,29.09,690,36190,192000,33.2,40.94,0,57.14,1.32,0.6,0,0,0,6,6,2.26,2.26,1,0,0
060210101004,2013,101.4,"Glenn County, California",915,23.38,189,53.07,803,26912,174300,43,30.16,1.64,52.9,0,12.02,0,3.28,0,2,2,1.06,1.06,0,0,0
060210101004,2015,101.4,"Glenn County, California",915,23.38,192,53.07,803,26912,174300,43,30.16,1.64,52.9,0,12.02,0,3.28,0,3,3,1.57,1.57,0,0,0
060210101004,2016,101.4,"Glenn County, California",915,23.38,193,53.07,803,26912,174300,43,30.16,1.64,52.9,0,12.02,0,3.28,0,0,0,0,0,1,0,0
060210102001,2013,102.1,"Glenn County, California",1097,21.21,116,9.35,,29188,155500,,36.28,0,62.72,1,0,0,0,0,1,0,0,0.86,0,0,0
060210102001,2015,102.1,"Glenn County, California",1097,21.21,116,9.35,,29188,155500,,36.28,0,62.72,1,0,0,0,0,3,3,2.59,2.59,0,0,0
060210102001,2016,102.1,"Glenn County, California",1097,21.21,116,9.35,,29188,155500,,36.28,0,62.72,1,0,0,0,0,0,0,0,0,1,0,0
060210102002,2013,102.2,"Glenn County, California",1793,4.77,177,29.97,698,37000,229300,30.7,70.55,0.22,26.83,1.17,0.95,0.28,0,0,1,0,0,0.56,0,0,0
060210102002,2015,102.2,"Glenn County, California",1793,4.77,186,29.97,698,37000,229300,30.7,70.55,0.22,26.83,1.17,0.95,0.28,0,0,0,0,0,0,0,0,0
060210102002,2016,102.2,"Glenn County, California",1793,4.77,190,29.97,698,37000,229300,30.7,70.55,0.22,26.83,1.17,0.95,0.28,0,0,1,1,0.53,0.53,1,0,0
060210102003,2013,102.3,"Glenn County, California",436,4.31,62,18.24,581,54167,275000,32.9,70.18,0,29.82,0,0,0,0,0,0,0,0,0,0,0,0
060210102003,2015,102.3,"Glenn County, California",436,4.31,65,18.24,581,54167,275000,32.9,70.18,0,29.82,0,0,0,0,0,1,1,1.55,1.55,0,0,0
060210102003,2016,102.3,"Glenn County, California",436,4.31,66,18.24,581,54167,275000,32.9,70.18,0,29.82,0,0,0,0,0,0,0,0,0,1,0,0
060210102004,2013,102.4,"Glenn County, California",1690,36.25,100,24.83,856,54107,311900,37.2,68.11,0,31.18,0.71,0,0,0,0,0,0,0,0,0,0,0
060210102004,2015,102.4,"Glenn County, California",1690,36.25,103,24.83,856,54107,311900,37.2,68.11,0,31.18,0.71,0,0,0,0,1,1,0.97,0.97,0,0,0
060210102004,2016,102.4,"Glenn County, California",1690,36.25,105,24.83,856,54107,311900,37.2,68.11,0,31.18,0.71,0,0,0,0,1,1,0.95,0.95,1,0,0
060210103001,2013,103.1,"Glenn County, California",553,12.03,74,18.31,963,46250,252300,46.3,73.42,6.69,15.37,0.54,0.72,3.25,0,0,0,0,0,0,0,0,0
060210103001,2015,103.1,"Glenn County, California",553,12.03,75,18.31,963,46250,252300,46.3,73.42,6.69,15.37,0.54,0.72,3.25,0,0,0,0,0,0,0,0,0
060210103001,2016,103.1,"Glenn County, California",553,12.03,76,18.31,963,46250,252300,46.3,73.42,6.69,15.37,0.54,0.72,3.25,0,0,0,0,0,0,1,0,0
060210103002,2013,103.2,"Glenn County, California",911,0,99,30.91,847,61250,265700,17.5,93.08,0,6.48,0.44,0,0,0,0,2,1,1.01,2.02,0,0,0
060210103002,2015,103.2,"Glenn County, California",911,0,100,30.91,847,61250,265700,17.5,93.08,0,6.48,0.44,0,0,0,0,2,2,2.01,2.01,0,0,0
060210103002,2016,103.2,"Glenn County, California",911,0,100,30.91,847,61250,265700,17.5,93.08,0,6.48,0.44,0,0,0,0,2,2,2,2,1,0,0
060210103003,2013,103.3,"Glenn County, California",540,20.39,133,39.39,633,27344,352000,35,64.63,0.56,8.15,19.81,2.96,0,3.89,0,2,2,1.51,1.51,0,0,0
060210103003,2015,103.3,"Glenn County, California",540,20.39,136,39.39,633,27344,352000,35,64.63,0.56,8.15,19.81,2.96,0,3.89,0,1,1,0.73,0.73,0,0,0
060210103003,2016,103.3,"Glenn County, California",540,20.39,138,39.39,633,27344,352000,35,64.63,0.56,8.15,19.81,2.96,0,3.89,0,2,2,1.45,1.45,1,0,0
060210104001,2013,104.1,"Glenn County, California",1621,13.51,242,30.17,642,37886,180700,32.7,38.56,2.78,51.33,3.82,0,0,3.52,0,4,4,1.65,1.65,0,0,0
060210104001,2015,104.1,"Glenn County, California",1621,13.51,249,30.17,642,37886,180700,32.7,38.56,2.78,51.33,3.82,0,0,3.52,0,7,7,2.82,2.82,0,0,0
060210104001,2016,104.1,"Glenn County, California",1621,13.51,252,30.17,642,37886,180700,32.7,38.56,2.78,51.33,3.82,0,0,3.52,0,4,4,1.59,1.59,1,0,0
060210104002,2013,104.2,"Glenn County, California",1755,2.56,165,25.84,,49483,196600,50,65.81,0,25.81,4.05,2.56,0,1.77,0,3,2,1.22,1.82,0,0,0
060210104002,2015,104.2,"Glenn County, California",1755,2.56,171,25.84,,49483,196600,50,65.81,0,25.81,4.05,2.56,0,1.77,0,2,2,1.17,1.17,0,0,0
060210104002,2016,104.2,"Glenn County, California",1755,2.56,174,25.84,,49483,196600,50,65.81,0,25.81,4.05,2.56,0,1.77,0,4,4,2.3,2.3,1,0,0
060210104003,2013,104.3,"Glenn County, California",733,11.05,278,56.51,573,36569,310600,26.4,70.4,0,19.65,5.59,4.37,0,0,0,1,0,0,0.36,0,0,0
060210104003,2015,104.3,"Glenn County, California",733,11.05,269,56.51,573,36569,310600,26.4,70.4,0,19.65,5.59,4.37,0,0,0,8,7,2.61,2.98,0,0,0
060210104003,2016,104.3,"Glenn County, California",733,11.05,264,56.51,573,36569,310600,26.4,70.4,0,19.65,5.59,4.37,0,0,0,6,6,2.27,2.27,1,0,0
060210104004,2013,104.4,"Glenn County, California",827,5.85,147,63.75,738,,125000,43.9,42.68,2.06,27.81,0,16.44,0,11,0,12,11,7.48,8.16,0,0,0
060210104004,2015,104.4,"Glenn County, California",827,5.85,142,63.75,738,,125000,43.9,42.68,2.06,27.81,0,16.44,0,11,0,6,6,4.22,4.22,0,0,0
060210104004,2016,104.4,"Glenn County, California",827,5.85,140,63.75,738,,125000,43.9,42.68,2.06,27.81,0,16.44,0,11,0,8,8,5.71,5.71,1,0,0
060210104005,2013,104.5,"Glenn County, California",1179,0,209,64.96,794,37697,,29.4,66.33,7.46,25.02,0,0.51,0,0.68,0,10,8,3.83,4.78,0,0,0
060210104005,2015,104.5,"Glenn County, California",1179,0,219,64.96,794,37697,,29.4,66.33,7.46,25.02,0,0.51,0,0.68,0,6,6,2.74,2.74,0,0,0
060210104005,2016,104.5,"Glenn County, California",1179,0,224,64.96,794,37697,,29.4,66.33,7.46,25.02,0,0.51,0,0.68,0,4,4,1.79,1.79,1,0,0
060210104006,2013,104.6,"Glenn County, California",447,0,91,56.66,772,51475,222100,27.8,75.39,0,0,23.04,0,0,1.57,0,4,2,2.21,4.42,0,0,0
060210104006,2015,104.6,"Glenn County, California",447,0,92,56.66,772,51475,222100,27.8,75.39,0,0,23.04,0,0,1.57,0,0,0,0,0,0,0,0
060210104006,2016,104.6,"Glenn County, California",447,0,93,56.66,772,51475,222100,27.8,75.39,0,0,23.04,0,0,1.57,0,1,1,1.08,1.08,1,0,0
060210104007,2013,104.7,"Glenn County, California",925,20.79,91,60.47,905,50407,186600,23.4,43.57,0,56.43,0,0,0,0,0,5,5,5.49,5.49,0,0,0
060210104007,2015,104.7,"Glenn County, California",925,20.79,92,60.47,905,50407,186600,23.4,43.57,0,56.43,0,0,0,0,0,1,1,1.09,1.09,0,0,0
060210104007,2016,104.7,"Glenn County, California",925,20.79,92,60.47,905,50407,186600,23.4,43.57,0,56.43,0,0,0,0,0,3,3,3.26,3.26,1,0,0
060210105011,2013,105.01.1,"Glenn County, California",1917,17.26,228,33.92,702,33257,156500,28.8,16.74,0,83.26,0,0,0,0,0,2,2,0.88,0.88,0,0,0
060210105011,2015,105.01.1,"Glenn County, California",1917,17.26,233,33.92,702,33257,156500,28.8,16.74,0,83.26,0,0,0,0,0,0,0,0,0,0,0,0
060210105011,2016,105.01.1,"Glenn County, California",1917,17.26,235,33.92,702,33257,156500,28.8,16.74,0,83.26,0,0,0,0,0,0,0,0,0,1,0,0
060210105012,2013,105.01.2,"Glenn County, California",601,13.37,59,34.78,917,44688,327700,28.3,85.19,1,10.48,0,0,0,3.33,0,1,0,0,1.71,0,0,0
060210105012,2015,105.01.2,"Glenn County, California",601,13.37,59,34.78,917,44688,327700,28.3,85.19,1,10.48,0,0,0,3.33,0,0,0,0,0,0,0,0
060210105012,2016,105.01.2,"Glenn County, California",601,13.37,59,34.78,917,44688,327700,28.3,85.19,1,10.48,0,0,0,3.33,0,0,0,0,0,1,0,0
