Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Record ID
8818734,2,new construction wood frame,11/29/1988,0227,031,642,,Commercial,St,0,,erect a retaining wall,expired,09/24/1989,11/29/1988,03/06/1989,,,,,,,,150000,,,,fence/retaining wall,0,2,,,,,,,3,Chinatown,94111,219461296583
8902596S,2,new construction wood frame,02/15/1989,2923,056,128,,Kensington,Wy,,,erect single family dwelling,complete,11/13/2000,02/15/1989,07/27/1995,11/13/2000,,,,3,,,200000,360000,,,1 family dwelling,1,2,,,,1,constr type 1,Y,,,94127,775666367963
8913682,2,new construction wood frame,07/31/1989,2651,026,180,,Douglass,St,,,erect a one story two car garage,expired,08/13/1990,07/31/1989,02/13/1990,,,,,1,,,6000,15000,,,prkng garage/private,0,2,,,,5,wood frame (5),,8,Castro/Upper Market,94114,249924140884
8914014,2,new construction wood frame,08/04/1989,2973,034,75,,Miraloma,Dr,,,erect a four story single family dwelling,cancelled,12/27/1994,08/04/1989,,,,,,4,,,300000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,7,West of Twin Peaks,94127,776673368851
8916378,2,new construction wood frame,09/12/1989,1449,018,379,,17th,Av,,,to erect one dwelling unit,expired,06/13/1991,09/12/1989,06/13/1990,,,,,2,,,250000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,1,Outer Richmond,94121,254429100175
8921472S,2,new construction wood frame,11/08/1989,2705,034,173,,Twin Peaks,Bl,,,erect a three story single family dwelling,expired,01/02/1992,11/08/1989,02/28/1991,,,,,3,,,230000,,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,8,Inner Sunset,94114,777323360295
8925542S,2,new construction wood frame,01/19/1990,1341,024,3,,18th,Av,,,erect a three story single family dwelling,cancelled,01/09/1995,01/19/1990,,,,,,3,,,80000,,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,2,Presidio,94121,777748369798
9115939S,2,new construction wood frame,08/30/1991,5428D,008,26,,Lydia,Av,,,erect a single family dwelling,complete,06/04/1999,08/30/1991,09/17/1997,06/04/1999,,,,2,,,115000,121460,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,781792372672
9122078,2,new construction wood frame,11/21/1991,6522,014,2866,,Harrison,St,,,gate (3 sided enclosure)-balmy street side,withdrawn,01/08/1992,11/21/1991,,,,,,1,,,5000,,,,prkng garage/private,0,2,,,,5,wood frame (5),,9,Mission,94110,361804271557
9011129,2,new construction wood frame,06/07/1990,5319,043,1913,,Oakdale,Av,,,erect a two story two unit residential bldg,expired,05/28/1992,06/07/1990,04/08/1991,,,,,2,,,221400,,,,2 family dwelling,2,2,,,,5,wood frame (5),,10,Bayview Hunters Point,94124,291218179061
9016122S,2,new construction wood frame,08/14/1990,1702,069,1269,,48th,Av,,,erect a three story two unit residential bldg,cancelled,06/22/1994,08/14/1990,,,,,,3,,,180000,,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,4,Sunset/Parkside,94122,779281370946
9018399,2,new construction wood frame,09/12/1990,4720,056,47,,Bowman,Ct,,,erect three story single family dwelling,complete,08/26/1992,09/12/1990,05/09/1991,08/26/1992,,,,3,,,102500,,,,1 family dwelling,1,2,,,,5,wood frame (5),,10,Bayview Hunters Point,94124,304301174454
9018962S,2,new construction wood frame,09/18/1990,2819,027,69,,Castenada,Av,,,erect single family dwelling,expired,04/12/1992,09/18/1990,04/12/1991,,,,,3,,,200000,242800,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,7,West of Twin Peaks,94116,305086144948
9020002,2,new construction wood frame,09/28/1990,7142,042,938,,Huron,Av,,,to erect 1 family dwelling,complete,09/09/1992,09/28/1990,10/21/1991,09/09/1992,,,,2,,,161100,,,,1 family dwelling,1,2,,,,5,wood frame (5),,11,Outer Mission,94112,306554223045
9022089S,2,new construction wood frame,10/26/1990,0599,001,1800,,Washington,St,0,,erect a 9 story 164 unit residential with coml/parking,issued,12/23/1991,10/26/1990,12/23/1991,,,,,9,,,17180533,20050000,,,apartments,164,2,,,,1,constr type 1,Y,,,94109,310637304858
9100887S,2,new construction wood frame,01/23/1991,5678,022,400,,Cortland,Av,,,erect a three story three unit residential bldg with coml,cancelled,05/08/1992,01/23/1991,,,,,,3,,,300000,,,,apartments,3,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,321659186718
9107163,2,new construction wood frame,04/30/1991,0805,037,680,,Webster,St,,,erect a two story single family dwelling,complete,04/02/1993,04/30/1991,05/20/1992,04/02/1993,,,,2,,,175000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,5,Hayes Valley,94102,33400081954
9111295S,2,new construction wood frame,06/28/1991,4103,040,587,,Mississippi,St,,,erect a two story two unit residential bldg,cancelled,05/15/1992,06/28/1991,,,,,,2,,,75000,,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,10,Potrero Hill,94107,781300372286
9113132,2,new construction wood frame,07/25/1991,1191,019,420,,Stanyan,St,,,erect a one story medical out-patient bldg,complete,12/14/1992,07/25/1991,02/21/1992,12/14/1992,,,,1,,,500000,,,,clinics-medic/dental,0,2,,,,5,wood frame (5),,1,Lone Mountain/USF,94117,34536191915
9115739S,2,new construction wood frame,08/30/1991,5428E,005,165,,Orsi,Cr,,,erect single family dwelling,complete,09/15/2000,08/30/1991,05/28/1997,09/15/2000,,,,2,,,115000,121762,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,781690372571
8313309,1,new construction,01/04/1984,4793,005,1190,,Thomas,Av,,,sfbc,complete,02/26/1986,01/04/1984,11/30/1984,02/26/1986,,,,1,,,313950,,,,"warehouse,no frnitur",0,4,,,,3,constr type 3,,10,Bayview Hunters Point,94124,64877175191
8301107S,1,new construction,02/08/1983,3750,058,170,,Hawthorne,St,,,,complete,07/21/1986,02/08/1983,09/19/1983,07/21/1986,,,,9,,,6380237,,,,apartments,66,4,,,,2,constr type 2,Y,,,94107,37479249327
20000106422,2,new construction wood frame,01/06/2000,0961,004,2515,,Scott,St,,,"one-stop, erect a private parking garage",expired,06/08/2001,01/06/2000,06/08/2000,,,,,0,,,20000,100000,,,prkng garage/private,0,2,,,,5,wood frame (5),,2,Pacific Heights,94115,76197585441
20000129604,2,new construction wood frame,01/29/2000,6504,031,41,,Homestead,St,,,erect a four story two family dwellinge,complete,04/11/2001,01/29/2000,07/19/2000,04/11/2001,,,,4,,,350000,385000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,8,Noe Valley,94114,767161205419
200002111644,2,new construction wood frame,02/11/2000,4731,010,1386,,Palou,Av,,,erect a two story single family dwelling,complete,03/13/2001,02/11/2000,11/03/2000,03/13/2001,11/14/2000,,,2,,,200000,200000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,804327385914
200108115846,2,new construction wood frame,08/11/2001,4762,011,1609,,Ingalls,St,,,to erect a new 2-story single family dwelling,complete,03/06/2003,08/11/2001,05/06/2002,03/06/2003,,,,2,,,250000,250000,,,1 family dwelling,1,4,,,,5,wood frame (5),,10,Bayview Hunters Point,94124,885220390250
200108246835,2,new construction wood frame,08/24/2001,1765,005,1331,,10th,Av,,,erect a new four story 2 unit family dwelling,complete,07/29/2003,08/24/2001,06/18/2002,07/29/2003,06/19/2002,,,4,,,380000,480000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,5,Inner Sunset,94122,886413113180
200102162412,2,new construction wood frame,02/16/2001,7281,006,1,,Zoo,Rd,,,"one-stop:p.burns, erect one story barn with mezzanine for hay storage at s f zoo",issued,03/02/2001,02/16/2001,03/02/2001,,,,,1,,,1400000,,,,animal sale or care,0,2,,,,5,wood frame (5),,7,Lakeshore,94132,869199359813
200103013182,1,new construction,03/01/2001,3581,053,14,,Ford,St,,,to erect 3 stories of 1 family dwelling,withdrawn,12/10/2001,03/01/2001,,,,,,3,,,300000,,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,8,Castro/Upper Market,94114,870141159875
200103235127,2,new construction wood frame,03/23/2001,4991,277,835,,Jamestown,Av,,,"bldg #1 - erect new residential building - 12 dwelling units, 3 stories",expired,08/21/2014,03/23/2001,03/28/2006,,09/07/2006,,,3,,,900000,2196000,,,apartments,12,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,994980436486
200212234085,2,new construction wood frame,12/23/2002,4162,029,850,,Arkansas,St,,,erect a three story two unit residential bldg,complete,05/16/2005,12/23/2002,10/21/2003,05/16/2005,,,,3,,,350000,375000,,,2 family dwelling,2,2,,,,5,wood frame (5),,10,Potrero Hill,94107,931381171753
200209196918,2,new construction wood frame,09/19/2002,7178,012,149,,Panama,St,,,erect a three story single family dwelling,complete,04/04/2005,09/19/2002,05/05/2004,04/04/2005,05/17/2004,,,3,,,200000,350000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,7,Oceanview/Merced/Ingleside,94132,922765224044
200310076798,2,new construction wood frame,10/07/2003,7174,026,491,,De Long,St,,,to erect 2 stories of 1 family dwelling,complete,11/06/2006,10/07/2003,06/13/2005,11/06/2006,06/15/2005,,,2,,,165000,204000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Outer Mission,94112,959801223947
200308081581,2,new construction wood frame,08/08/2003,5676,023,361,,Elsie,St,,,erect a 3 story 2 unit residential bldg,expired,01/19/2012,08/08/2003,12/13/2004,,12/14/2004,,,3,,,300000,530000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,952530186654
200308142067,2,new construction wood frame,08/14/2003,4154,001,2401,,22nd,St,,,to erect permanent trailer for out patient med. office,issued,09/26/2003,08/14/2003,09/26/2003,,10/28/2003,,,1,,,800000,800000,,,office,0,2,,,,5,wood frame (5),Y,10,Mission,94110,953125430471
200303149737,2,new construction wood frame,03/14/2003,0708,012,1524,,Fillmore,St,,,erect a four story fourteen unit residential bldg with commercial,filed,03/14/2003,03/14/2003,,,,,,4,,,1000000,,,,apartments,14,2,,,,5,wood frame (5),Y,5,Western Addition,94115,938613426132
200312162457,2,new construction wood frame,12/16/2003,6249,003,2428,,Bay Shore,Bl,,,erect 12 dwelling units of 3 stories. residential/commercial.,complete,06/30/2006,12/16/2003,01/26/2005,06/30/2006,03/08/2005,,,3,,,250000,1750000,,,apartments,12,2,,,,5,wood frame (5),Y,10,Visitacion Valley,94134,965606371690
200404131125,2,new construction wood frame,04/13/2004,1771,047,1517,,Irving,St,,,erect a new 4 story 3 unit dwelling building,complete,08/11/2006,04/13/2004,10/05/2005,08/11/2006,10/11/2005,,,4,,,580000,880000,,,apartments,3,2,,,,5,wood frame (5),Y,5,Inner Sunset,94122,976186113481
200504119702,2,new construction wood frame,04/11/2005,3521,007,350,,11th,St,,,erect 4 stories 20 units res. & mixed use bldg.,withdrawn,06/03/2014,04/11/2005,,,,,,4,,,3000000,,,,apartments,20,2,,,,5,wood frame (5),Y,6,Mission,94103,1012142156724
200504200486,2,new construction wood frame,04/20/2005,0733,002,1300,,Eddy,St,,,bldg #20 - to erect 3 stories of 1 family dwelling,complete,11/15/2007,04/20/2005,03/02/2006,11/15/2007,06/16/2006,,,3,,,180000,183000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,5,Western Addition,94115,101315880694
200512281127,2,new construction wood frame,12/28/2005,4991,606,106,,Diamond Cove,Tr,,,"to erect 3 stories, 6 residential units. bldg# 14. new address: 100, 102, 104, 106, 108 & 110 diamond cove terrace.",complete,09/21/2012,12/28/2005,01/18/2012,09/21/2012,01/18/2012,,,3,,,1069000,1600000,,,apartments,6,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94134,1259946459171
200702063550,2,new construction wood frame,02/06/2007,7535,102,1738,,Diamond,St,,,"to erect 3 story, type 5, single family dwelling building.",complete,09/26/2014,02/06/2007,09/25/2012,09/26/2014,06/14/2013,,,3,,,400000,680000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,8,Noe Valley,94131,1083113454366
200810245039,2,new construction wood frame,10/24/2008,0502,009,50,,Grenard,Tr,,,"to erect 2 dwelling units with 4 stories new bldg over basement.
parallel process",complete,07/05/2012,10/24/2008,03/25/2010,07/05/2012,03/25/2010,,,4,,,720000,1273000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,2,Russian Hill,94109,115466372177
200910148951,2,new construction wood frame,10/14/2009,6706,060,729,,Congo,St,,,erect a 4 story single family dwelling,complete,01/16/2013,10/14/2009,08/18/2010,01/16/2013,02/14/2012,,,4,,,515585,733000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,7,West of Twin Peaks,94131,1187545470347
201209119424,2,new construction wood frame,09/11/2012,7331,092,315,,Summit,Wy,,,type 5 - erect 2 story single family dwelling.,complete,02/13/2015,09/11/2012,10/07/2013,02/13/2015,,,,2,,,379669,379669,,,1 family dwelling,1,2,,,,5,wood frame (5),,7,Lakeshore,94132,1352818498361
8712298,2,new construction wood frame,08/27/1987,1168,047,2719,,Mcallister,St,,,two story three unit residential bldg,complete,06/09/1988,08/27/1987,11/02/1987,06/09/1988,,,,2,,,254000,,,,apartments,3,2,,,,5,wood frame (5),,1,Lone Mountain/USF,94118,169983239781
8513349,2,new construction wood frame,11/21/1985,7094,034,75,,Minerva,St,,,,complete,07/02/1987,11/21/1985,06/16/1986,07/02/1987,,,,3,,,244000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,11,Oceanview/Merced/Ingleside,94112,117925221187
8601813,2,new construction wood frame,02/19/1986,0842,020,426,,Fillmore,St,,,,complete,09/21/1987,02/19/1986,08/11/1986,09/21/1987,,,,3,,,360000,,,,apartments,3,2,,,,5,wood frame (5),,,,94117,123033237610
8602978,2,new construction wood frame,03/14/1986,0659,042,2276,,Bush,St,,,,complete,12/11/1987,03/14/1986,11/17/1986,12/11/1987,,,,4,,,380000,,,,apartments,3,4,,,,5,wood frame (5),,5,Pacific Heights,94115,12515178063
8603042,2,new construction wood frame,03/17/1986,1383,042,2239,,Lake,St,,,,complete,02/23/1987,03/17/1986,08/19/1986,02/23/1987,,,,3,,,320000,,,,apartments,3,2,,,,5,wood frame (5),,1,Outer Richmond,94121,125224241978
8606605,2,new construction wood frame,06/09/1986,1362,053,4095,,California,St,,,,complete,10/15/1987,06/09/1986,10/31/1986,10/15/1987,,,,3,,,320000,,,,apartments,3,2,,,,5,wood frame (5),,1,Inner Richmond,94118,132812241775
8607656,2,new construction wood frame,07/01/1986,6621,047,500,,29th,St,,,,complete,11/10/1988,07/01/1986,10/14/1987,11/10/1988,,,,3,,,225000,,,,2 family dwelling,2,2,,,,5,wood frame (5),,8,Noe Valley,94131,134347209491
8614006,2,new construction wood frame,11/05/1986,6545,029,4367,,25th,St,,,to erect 3 story residential,complete,07/29/1988,11/05/1986,03/13/1987,07/29/1988,,,,3,,,180000,,,,2 family dwelling,2,4,,,,5,wood frame (5),,,,94114,145757251988
8614250,2,new construction wood frame,11/14/1986,5258,068,1434,,Innes,Av,,,,complete,08/30/1988,11/14/1986,05/29/1987,08/30/1988,,,,3,,,65000,,,,1 family dwelling,1,4,,,,5,wood frame (5),,10,Bayview Hunters Point,94124,146079178208
8705136,2,new construction wood frame,04/21/1987,6741,006,2731,,Diamond,St,,,three story two unit residential bldg,complete,03/17/1988,04/21/1987,07/03/1987,03/17/1988,,,,3,,,250000,,,,2 family dwelling,2,2,,,,5,wood frame (5),,8,Glen Park,94131,772224364796
8707470,2,new construction wood frame,05/29/1987,3578,089,3640,,18th,St,,,erect apartment building,complete,12/11/1990,05/29/1987,04/08/1988,12/11/1990,,,,3,,,300000,,,,apartments,4,2,,,,5,wood frame (5),,8,Mission,94110,772419159657
9000880,2,new construction wood frame,01/16/1990,3755,167,140,A,Langton,St,,,erect a two story single family dwelling,withdrawn,11/15/1990,01/16/1990,,,,,,2,,,44000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,6,South of Market,94103,777844166399
8501645,2,new construction wood frame,02/15/1985,4013,027,2345,,Mariposa,St,,,,cancelled,09/05/1987,02/15/1985,,,,,,2,,,253000,,,,2 family dwelling,2,2,,,,5,wood frame (5),,10,Mission,94110,96793168778
8508234,2,new construction wood frame,07/31/1985,3118,014,246,,Hearst,Av,,,,expired,12/04/1986,07/31/1985,11/18/1985,,,,,2,,,120000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,7,West of Twin Peaks,94131,109546152815
8308294,2,new construction wood frame,08/23/1983,4071,013,1906,,20th,St,,,,expired,08/05/1985,08/23/1983,06/20/1984,,,,,2,,,230000,,,,2 family dwelling,3,2,,,,5,wood frame (5),,10,Potrero Hill,94107,51604169604
8309002,2,new construction wood frame,09/13/1983,6759,026,931,,Bosworth,St,,,erect,complete,11/13/1985,09/13/1983,05/01/1984,11/13/1985,,,,2,,,800000,,,,apartments,20,4,,,,5,wood frame (5),,,,94131,840050252604
8403031,2,new construction wood frame,03/21/1984,2655,045,1200,,Clayton,St,1,,,complete,06/17/1985,03/21/1984,07/17/1984,06/17/1985,,,,2,,,48000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,8,Castro/Upper Market,94114,858094141013
8412930,2,new construction wood frame,12/07/1984,1551,008,537,,08th,Av,,,erect two family dwelling,complete,06/27/1985,12/07/1984,03/08/1985,06/27/1985,,,,2,,,269500,,,,2 family dwelling,2,2,,,,5,wood frame (5),,1,Inner Richmond,94118,768723103991
9001432,2,new construction wood frame,01/23/1990,7255,001,1515,,Sloat,Bl,,,erect a one story commercial/retail structure,cancelled,01/04/1991,01/23/1990,,,,,,1,,,400000,,,,retail sales,0,2,,,,5,wood frame (5),,,,94132,777903368236
8717821,2,new construction wood frame,12/17/1987,7519,010,837,,Duncan,St,,,two story single family dwelling,complete,09/28/1989,12/17/1987,07/29/1988,09/28/1989,,,,2,,,279900,,,,1 family dwelling,1,2,,,,5,wood frame (5),,8,Noe Valley,94131,182161227396
8806502,2,new construction wood frame,05/18/1988,4710,079,865,,Mendell,St,,,two story single family dwelling,complete,11/21/1989,05/18/1988,10/17/1988,11/21/1989,,,,2,,,86000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,10,Bayview Hunters Point,94124,196557174221
8817693,2,new construction wood frame,11/09/1988,1649,007,737,,06th,Av,,,erect a four story three unit residential bldg,cancelled,08/27/1990,11/09/1988,,,,,,4,,,205000,,,,apartments,3,2,,,,5,wood frame (5),,,,94118,217654108443
8903542,2,new construction wood frame,03/03/1989,3283,188,225,,Dorado,Tr,,,erect a three story two unit residential bldg,expired,08/12/1991,03/03/1989,12/19/1989,,,,,2,,,243000,,,,2 family dwelling,2,2,,,,5,wood frame (5),,7,West of Twin Peaks,94112,231214156085
8909207,2,new construction wood frame,05/30/1989,6165,037,173,,Ankeny,St,,,erect a two story single family dwelling,expired,10/19/1992,05/30/1989,02/03/1992,,,,,3,,,100000,176600,,,1 family dwelling,1,2,,,,5,wood frame (5),,10,Visitacion Valley,94134,241261197304
8915445,2,new construction wood frame,08/23/1989,3755,150,33,,Hallam,St,,,erect a two story single family dwelling,complete,04/26/1991,08/23/1989,02/02/1990,04/26/1991,,,,2,,,70900,,,,1 family dwelling,1,2,,,,5,wood frame (5),,6,South of Market,94103,252729166382
8919199,2,new construction wood frame,10/11/1989,3561,059,20,,Beaver,St,,,erect a three story single family dwelling,complete,12/10/1991,10/11/1989,03/21/1991,12/10/1991,,,,3,,,165000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,8,Castro/Upper Market,94114,258772158705
9115965S,2,new construction wood frame,08/30/1991,5428D,034,2705,,Newhall,St,,,erect a single family dwelling,complete,02/19/1998,08/30/1991,03/19/1997,02/19/1998,,,,2,,,175000,165710,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,781818372698
9013238,2,new construction wood frame,07/05/1990,6004,068,902,,Avalon,Av,,,to erect 1 family dwelling,complete,01/08/1992,07/05/1990,08/16/1991,01/08/1992,,,,2,,,130000,,,,1 family dwelling,1,2,,,,5,wood frame (5),,11,Excelsior,94112,295933193619
9014768S,2,new construction wood frame,07/25/1990,4161,025,1902,,23rd,St,,,erect a three story two unit residential bldg,complete,06/01/1993,07/25/1990,06/22/1992,06/01/1993,07/06/1992,,,3,,,185000,306800,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,10,Potrero Hill,94107,298371171689
9017070,2,new construction wood frame,08/27/1990,3762,016,536,,Bryant,St,,,erect a two story warehouse structure,expired,11/14/1991,08/27/1990,11/14/1990,,,,,2,,,168000,,,,"warehouse,no frnitur",0,4,R,,,5,wood frame (5),,6,South of Market,94107,302234166568
9018435,2,new construction wood frame,09/12/1990,4720,114,30,,Rebecca,Ln,,,erect two story single family dwelling,expired,03/24/1993,09/12/1990,05/09/1991,,,,,2,,,99900,,,,1 family dwelling,1,2,,,,5,wood frame (5),,10,Bayview Hunters Point,94124,304337174512
