Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Record ID
9999222,2,new construction wood frame,06/17/1999,0311,015,1,,Post,St,0,,,filing,06/17/1999,06/17/1999,,,,,,0,,,140000000,451000,,,apartments,0,2,,,,,,,3,Financial District/South Beach,94104,761694300407
9999222,2,new construction wood frame,06/17/1999,0311,015,1,,Post,St,,,,filing,06/17/1999,06/17/1999,,,,,,0,,,140000000,451000,,,apartments,0,2,,,,,,,3,Financial District/South Beach,94104,761695305172
20000122759,2,new construction wood frame,01/22/2000,4231,002,1338,,Illinois,St,,,to erect 3 story /17 dwelling  bldg,withdrawn,03/25/2002,01/22/2000,,,,,,3,,,800000,,,,artist live/work,17,2,,,,5,wood frame (5),Y,10,Potrero Hill,94107,803776349553
20000122760,1,new construction,01/22/2000,3794,025,160,,King,St,,,to erect office/retail parking,complete,03/25/2002,01/22/2000,05/26/2000,03/25/2002,02/27/2001,,,9,,,500000,32000000,,,office,0,4,Y,,,1,constr type 1,Y,6,Mission Bay,94107,763038348987
20000121702,2,new construction wood frame,01/21/2000,0091,001,801,,Greenwich,St,,,erect a four story eight unit residential bldg with coml on ground floor,complete,05/03/2002,01/21/2000,01/25/2001,05/03/2002,,,,4,,,1200000,,,,apartments,7,2,,,,5,wood frame (5),Y,3,Russian Hill,94133,76299058460
20000119433,2,new construction wood frame,01/19/2000,1079,013,82,,Garden,St,,,erect 3 unit 4 story residential dwelling,complete,11/22/2002,01/19/2000,11/28/2000,11/22/2002,03/09/2001,,,4,,,325000,486600,,,apartments,3,4,,,,5,wood frame (5),Y,5,Japantown,94115,762751348456
20000119431,2,new construction wood frame,01/19/2000,1079,013,2383,,Post,St,,,erect a four story three unit residential bldg,complete,11/22/2002,01/19/2000,11/28/2000,11/22/2002,03/09/2001,,,4,,,325000,586200,,,apartments,3,4,,,,5,wood frame (5),Y,5,Japantown,94115,762749348454
20000119426,2,new construction wood frame,01/19/2000,1079,013,2393,,Post,St,,,erect 3 unit 4 story residential dwelling,complete,11/22/2002,01/19/2000,11/28/2000,11/22/2002,03/09/2001,,,4,,,325000,586200,,,apartments,3,4,,,,5,wood frame (5),Y,5,Japantown,94115,762744348453
20000119483,2,new construction wood frame,01/19/2000,4231,002,1328,,Illinois,St,,,to erect 3 stories of 17 live work,withdrawn,03/25/2002,01/19/2000,,,,,,3,,,800000,,,,artist live/work,17,2,,,,5,wood frame (5),Y,10,Potrero Hill,94107,803779349552
20000119473,1,new construction,01/19/2000,0694,009,1060,,Geary,St,,,erect a 13 story 31 unit residential bldg,withdrawn,06/18/2004,01/19/2000,,,,,,13,,,100000,,,,apartments,31,2,,,,2,constr type 2,Y,6,Tenderloin,94109,762790266570
20000119476,2,new construction wood frame,01/19/2000,4231,002,1318,,Illinois,St,,,to erect 17 live work,withdrawn,03/25/2002,01/19/2000,,,,,,3,,,800000,,,,artist live/work,17,2,,,,5,wood frame (5),Y,10,Potrero Hill,94107,762793349549
20000118340,2,new construction wood frame,01/18/2000,5811,023,891,,Moultrie,St,,,erect single family home,reinstated,09/12/2000,01/18/2000,,,,,,3,,,200000,,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,762671348039
20000118336,2,new construction wood frame,01/18/2000,5811,024,889,,Moultrie,St,,,erect a three story single family dwelling,reinstated,09/12/2000,01/18/2000,,,,,,3,,,200000,,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,762667348062
20000118337,2,new construction wood frame,01/18/2000,5810,021,898,,Moultrie,St,,,erect single family home,reinstated,09/12/2000,01/18/2000,,,,,,3,,,200000,,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,762668348105
20000118330,2,new construction wood frame,01/18/2000,5811,025,887,,Moultrie,St,,,erect a three story single family dwelling,reinstated,09/12/2000,01/18/2000,,,,,,3,,,200000,,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,762661348050
200003073676,2,new construction wood frame,03/07/2000,5343,036,1743,,Revere,Av,,,"erect a three story, two unit dwelling",complete,01/31/2002,03/07/2000,03/23/2001,01/31/2002,04/10/2001,,,3,,,150000,180000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,806571386367
200003073676,2,new construction wood frame,03/07/2000,5343,036,1745,,Revere,Av,,,"erect a three story, two unit dwelling",complete,01/31/2002,03/07/2000,03/23/2001,01/31/2002,04/10/2001,,,3,,,150000,180000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,806572386368
20000118322,2,new construction wood frame,01/18/2000,5811,027,883,,Moultrie,St,,,erect a three story single family dwelling,reinstated,09/12/2000,01/18/2000,,,,,,3,,,200000,,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,762652348040
20000118308,2,new construction wood frame,01/18/2000,5811,028,881,,Moultrie,St,,,erect single family home,reinstated,09/12/2000,01/18/2000,,,,,,3,,,200000,,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,762650348038
20000118304,2,new construction wood frame,01/18/2000,5810,017,868,,Moultrie,St,,,erect single family home,reinstated,09/12/2000,01/18/2000,,,,,,3,,,200000,,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,762646348104
20000114164,2,new construction wood frame,01/14/2000,6955,018,22,A,Leo,St,,,erect a three story two unit residential bldg,complete,01/28/2002,01/16/2000,05/24/2001,01/28/2002,05/24/2001,,,3,,,400000,400000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,11,Outer Mission,94112,762581347794
20000114164,2,new construction wood frame,01/14/2000,6955,018,22,,Leo,St,,,erect a three story two unit residential bldg,complete,01/28/2002,01/16/2000,05/24/2001,01/28/2002,05/24/2001,,,3,,,400000,400000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,11,Outer Mission,94112,899352347784
20000118293,2,new construction wood frame,01/18/2000,3926,001,268,,Alabama,St,,,erect a one story warehouse/parking bldg,complete,08/09/2001,01/18/2000,10/24/2000,08/09/2001,10/26/2000,,,1,,,500000,500000,,,"warehouse,no frnitur",0,2,,,,3,constr type 3,Y,9,Mission,94103,762633168066
20000118293,2,new construction wood frame,01/18/2000,3926,001,278,,Alabama,St,,,erect a one story warehouse/parking bldg,complete,08/09/2001,01/18/2000,10/24/2000,08/09/2001,10/26/2000,,,1,,,500000,500000,,,"warehouse,no frnitur",0,2,,,,3,constr type 3,Y,9,Mission,94103,762634348535
20000118277,2,new construction wood frame,01/18/2000,0597,016,1810,,Polk,St,0,,"to erect 12 dwelling units, 4 stories, residential & commercial building.",complete,09/29/2006,01/18/2000,01/05/2005,09/29/2006,,,,4,,,950000,2200000,,,apartments,12,2,,,,5,wood frame (5),,3,Russian Hill,94109,762617304833
20000118277,2,new construction wood frame,01/18/2000,0597,016,1810,,Polk,St,,,"to erect 12 dwelling units, 4 stories, residential & commercial building.",complete,09/29/2006,01/18/2000,01/05/2005,09/29/2006,,,,4,,,950000,2200000,,,apartments,12,2,,,,5,wood frame (5),,3,Russian Hill,94109,76261975902
20000118343,2,new construction wood frame,01/18/2000,5810,020,892,,Moultrie,St,,,erect single family home,reinstated,09/12/2000,01/18/2000,,,,,,3,,,200000,,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,762674348106
20000112908,2,new construction wood frame,01/12/2000,1855,045,507,,Kirkham,St,,,erect 4 story 2 family dwelling unit,complete,11/15/2005,01/12/2000,08/31/2004,11/15/2005,09/01/2004,,,3,,,350000,438000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,7,Inner Sunset,94122,762373347175
20000112908,2,new construction wood frame,01/12/2000,1855,045,505,,Kirkham,St,,,erect 4 story 2 family dwelling unit,complete,11/15/2005,01/12/2000,08/31/2004,11/15/2005,09/01/2004,,,3,,,350000,438000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,7,Inner Sunset,94122,762374117383
20000114163,2,new construction wood frame,01/14/2000,6955,019,24,,Leo,St,,,erect a three story two unit residential bldg,complete,01/28/2002,01/14/2000,04/23/2001,01/28/2002,04/23/2001,,,3,,,400000,400000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,11,Outer Mission,94112,762512215198
20000112863,2,new construction wood frame,01/12/2000,5828,011,340,,Benton,Av,,,to erect a new 3 story 2 family dwelling residence.,complete,12/08/2008,01/12/2000,08/29/2006,12/08/2008,08/29/2006,,,3,,,150000,506000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,762329347727
20000112846,2,new construction wood frame,01/12/2000,1511,003,523,,33rd,Av,,,erect 3 story two dwelling units,expired,01/12/2001,01/12/2000,01/12/2000,,,,,3,,,280000,,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,1,Outer Richmond,94121,762311102236
20000111817,2,new construction wood frame,01/11/2000,6077,029,445,,Naples,St,,,erect 3 story single family dwelling unit,withdrawn,09/05/2002,01/11/2000,,,,,,3,,,250000,,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Excelsior,94112,762291195388
20000111806,2,new construction wood frame,01/11/2000,2801,017,4464,,23rd,St,,,erect a three story two unit residential bldg,complete,09/09/2002,01/11/2000,05/25/2001,09/09/2002,05/29/2001,,,3,,,250000,281000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,8,Noe Valley,94114,762281144525
20000109571,2,new construction wood frame,01/09/2000,5828,012,360,,Benton,Av,,,"to erect a new 3 story, 2 unit residential building.",complete,12/08/2008,01/09/2000,08/29/2006,12/08/2008,08/29/2006,,,3,,,150000,506000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,1061302452100
20000108558,2,new construction wood frame,01/08/2000,1467,007,431,,35th,Av,,,erect three story two unit residential bldg,complete,10/25/2001,01/08/2000,10/20/2000,10/25/2001,10/24/2000,,,3,,,350000,350000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,1,Outer Richmond,94121,762088100954
20000106419,2,new construction wood frame,01/06/2000,6149,021,879,,Dartmouth,St,,,erect a 2 story single family dwelling,complete,08/08/2001,01/06/2000,09/21/2000,08/08/2001,09/22/2000,,,2,,,175000,175000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Portola,94134,761971196954
20000106408,2,new construction wood frame,01/06/2000,6005,021E,243,,Athens,St,,,,expired,01/07/2001,01/06/2000,01/07/2000,,,,,,,,20000,40000,,,,,2,,,,,,,11,Excelsior,94112,761958193658
20000106378,1,new construction,01/06/2000,5519,041,88,,Mirabel,Av,,,,filed,01/06/2000,01/06/2000,,,,,,,,,14590479,,,,,,2,,,,,,,9,Bernal Heights,94110,761930250847
20000122761,2,new construction wood frame,01/22/2000,4231,002,1368,,Illinois,St,,,to erect 17 unit/3 story new blg,withdrawn,03/25/2002,01/22/2000,,,,,,3,,,800000,,,,artist live/work,17,2,,,,5,wood frame (5),Y,10,Potrero Hill,94107,763039349561
20000122762,1,new construction,01/22/2000,3720,006,400,,Howard,St,,,erect a ten story office building,complete,07/07/2008,01/22/2000,01/17/2006,07/07/2008,05/22/2006,,,10,,,12000000,60000000,,,office,0,4,Y,,,1,constr type 1,Y,6,Financial District/South Beach,94105,817033386261
20000122764,2,new construction wood frame,01/22/2000,4231,002,2737,,03rd,St,,,to erect 17 live work,withdrawn,03/25/2002,01/22/2000,,,,,,3,,,800000,,,,artist live/work,17,2,,,,5,wood frame (5),Y,10,Potrero Hill,94107,763041349566
20000122766,2,new construction wood frame,01/22/2000,4231,002,2757,,03rd,St,,,to erect 17 live work,withdrawn,03/25/2002,01/22/2000,,,,,,3,,,800000,,,,artist live/work,17,2,,,,5,wood frame (5),Y,10,Potrero Hill,94107,763042349564
20000104123,2,new construction wood frame,01/04/2000,5279,021,1670,,Kirkwood,Av,,,,complete,03/02/2001,01/04/2000,09/01/2000,03/02/2001,09/12/2000,,,3,,,100000,347000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,803282384183
20000125231,2,new construction wood frame,01/25/2000,4207,034,2919,,23rd,St,,,to erect 4 stories of 2 family  dwelling,complete,10/30/2001,01/25/2000,02/12/2001,10/30/2001,03/12/2001,,,4,,,350000,350000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,9,Mission,94110,763240171967
20000118325,2,new construction wood frame,01/18/2000,5811,026,885,,Moultrie,St,,,erect a three story single family dwelling,reinstated,09/12/2000,01/24/2000,,,,,,3,,,200000,,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,763133348103
20000125139,2,new construction wood frame,01/25/2000,6504,031,43,,Homestead,St,,,erect 2 family dweling 4 stories,complete,05/18/2001,01/25/2000,07/19/2000,05/18/2001,,,,4,,,350000,395000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,8,Noe Valley,94114,763150349253
20000125139,2,new construction wood frame,01/25/2000,6504,031,45,,Homestead,St,,,erect 2 family dweling 4 stories,complete,05/18/2001,01/25/2000,07/19/2000,05/18/2001,,,,4,,,350000,395000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,8,Noe Valley,94114,763151349254
20000125162,2,new construction wood frame,01/25/2000,0309,016,120,,Maiden,Ln,,,erect a two story retail sales bldg,expired,03/20/2008,01/25/2000,07/18/2000,,01/12/2001,,,2,,,1000000,1000000,,,retail sales,0,2,,,,5,wood frame (5),Y,3,Financial District/South Beach,94108,763175349343
20000124819,1,new construction,01/24/2000,3708,015,560,,Mission,St,,,to erect 31 story office bldg,complete,02/27/2003,01/24/2000,08/11/2000,02/27/2003,05/08/2001,,,31,,,80000000,124300000,,,office,0,4,Y,,,1,constr type 1,Y,,,94105,823028350435
20000125229,2,new construction wood frame,01/25/2000,4207,034,2923,,23rd,St,,,to erect 2 family dwelling (4 stories),complete,10/30/2001,01/25/2000,02/13/2001,10/30/2001,03/12/2001,,,4,,,350000,350000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,9,Mission,94110,763542350258
20000129607,2,new construction wood frame,01/29/2000,4226,014,1380,,25th,St,,,erect retail studio design 3 stories,cancelled,10/09/2003,01/29/2000,,,,,,3,,,2000000,,,,retail sales,0,2,,,,5,wood frame (5),Y,10,Potrero Hill,94107,803997385514
20000128474,2,new construction wood frame,01/28/2000,1175,008A,500,,Masonic,Av,,,to erect 4 story with 9 dwelling  units,complete,02/13/2002,01/28/2000,07/11/2000,02/13/2002,09/28/2000,,,4,,,1200000,2280000,,,apartments,9,4,,,,5,wood frame (5),Y,5,Lone Mountain/USF,94117,80327391354
20000128474,2,new construction wood frame,01/28/2000,1175,008A,2093,,Mcallister,St,,,to erect 4 story with 9 dwelling  units,complete,02/13/2002,01/28/2000,07/11/2000,02/13/2002,09/28/2000,,,4,,,1200000,2280000,,,apartments,9,4,,,,5,wood frame (5),Y,5,Lone Mountain/USF,94117,803286384188
20000201747,2,new construction wood frame,02/01/2000,1895,014,1659,,48th,Av,,,to erect a 3 story 2 family dwelling,complete,09/07/2001,02/01/2000,01/04/2001,09/07/2001,,,,3,,,300000,362000,,,2 family dwelling,2,2,,,,5,wood frame (5),,4,Sunset/Parkside,94122,803369119262
20000202902,1,new construction,02/02/2000,4806,006,1675,,Hawes,St,,,"erect a one-story, no unit, warehouse",expired,02/08/2002,02/02/2000,10/10/2000,,,,,1,,,200000,200000,,,"warehouse,no frnitur",0,2,,,,1,constr type 1,,10,Bayview Hunters Point,94124,807578386401
200002031013,2,new construction wood frame,02/03/2000,7537,077,75,,Zircon,Pl,,,to erect 3 story /1 dwelling new bldg,complete,12/02/2002,02/03/2000,03/01/2001,12/02/2002,03/01/2001,,,3,,,280000,329000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,8,Glen Park,94131,803639384775
200002031032,2,new construction wood frame,02/03/2000,4976,013,474,V,Jamestown,Av,,,"one-stop, erect a two story single family dwelling",expired,06/04/2004,02/03/2000,02/26/2001,,02/27/2001,,,2,,,300000,,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,821911177069
200002031032,2,new construction wood frame,02/03/2000,4976,014,726,,Jamestown,Av,,,"one-stop, erect a two story single family dwelling",expired,06/04/2004,02/03/2000,02/26/2001,,02/27/2001,,,2,,,300000,,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,821912177070
200002071199,2,new construction wood frame,02/07/2000,6272,029,4851,,Mission,St,,,erect a 4 story 6 units residential bldg with commercial,complete,03/25/2002,02/07/2000,11/16/2000,03/25/2002,11/21/2000,,,4,,,340000,980000,,,apartments,6,2,,,,5,wood frame (5),Y,11,Excelsior,94112,803822199547
200002071199,2,new construction wood frame,02/07/2000,6272,029,4855,,Mission,St,,,erect a 4 story 6 units residential bldg with commercial,complete,03/25/2002,02/07/2000,11/16/2000,03/25/2002,11/21/2000,,,4,,,340000,980000,,,apartments,6,2,,,,5,wood frame (5),Y,11,Excelsior,94112,897948388481
200002031049,2,new construction wood frame,02/03/2000,2923,006,18,,Edgehill,Wy,,,erect a four story single family dwelling,expired,06/09/2006,02/03/2000,06/19/2002,,01/07/2003,,,4,,,500000,757000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,7,West of Twin Peaks,94127,803670147211
200002081370,2,new construction wood frame,02/08/2000,3983,027,174,,Connecticut,St,,,erect a four story three unit residendial bldg,complete,10/03/2003,02/08/2000,07/14/2001,10/03/2003,09/14/2001,,,4,,,300000,450000,,,apartments,3,2,,,,5,wood frame (5),Y,,,94107,804092385725
200002081362,2,new construction wood frame,02/08/2000,4098,036H,1727,,20th,St,,,erect 3 story 2 family dwelling.,complete,07/24/2001,02/08/2000,08/22/2000,07/24/2001,09/12/2000,,,3,,,425500,425500,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,10,Potrero Hill,94107,804004385545
200002101613,2,new construction wood frame,02/10/2000,6507,009,332,,Jersey,St,,,erect a four story two unit residential bldg,complete,06/25/2001,02/10/2000,07/11/2000,06/25/2001,,,,4,,,300000,350000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,8,Noe Valley,94114,804244205538
200002101613,2,new construction wood frame,02/10/2000,6507,009,330,,Jersey,St,,,erect a four story two unit residential bldg,complete,06/25/2001,02/10/2000,07/11/2000,06/25/2001,,,,4,,,300000,350000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,8,Noe Valley,94114,823616387730
200002121780,1,new construction,02/12/2000,3901,001,1717,,Harrison,St,,,to erect 1 story of retail,complete,02/26/2002,02/12/2000,08/05/2000,02/26/2002,01/26/2001,,,1,,,2000000,3300000,,,retail sales,0,4,,,,1,constr type 1,Y,9,Mission,94103,804420167975
200002101623,2,new construction wood frame,02/10/2000,1428,045,4339,,California,St,,,erect 4 stories of 3 family dwelling,complete,05/18/2001,02/10/2000,04/04/2000,05/18/2001,,,,4,,,380000,480000,,,apartments,3,2,,,,5,wood frame (5),Y,1,Inner Richmond,94118,80425599358
200002141822,1,new construction,02/14/2000,4812,039,1230,,Van Dyke,Av,,,erect storage garage,complete,01/16/2002,02/14/2000,01/17/2001,01/16/2002,01/18/2001,,,0,,,200000,200000,,,storage shed,0,2,,,,3,constr type 3,Y,10,Bayview Hunters Point,94124,804604386204
200002141822,1,new construction,02/14/2000,4812,040,1230,,Van Dyke,Av,,,erect storage garage,complete,01/16/2002,02/14/2000,01/17/2001,01/16/2002,01/18/2001,,,0,,,200000,200000,,,storage shed,0,2,,,,3,constr type 3,Y,10,Bayview Hunters Point,94124,804605386212
200002141822,1,new construction,02/14/2000,4812,041,1230,,Van Dyke,Av,,,erect storage garage,complete,01/16/2002,02/14/2000,01/17/2001,01/16/2002,01/18/2001,,,0,,,200000,200000,,,storage shed,0,2,,,,3,constr type 3,Y,10,Bayview Hunters Point,94124,804606386208
200002172133,1,new construction,02/17/2000,3737,001,405,,Howard,St,,,to erect office,complete,03/28/2005,02/17/2000,09/09/2000,03/28/2005,02/07/2001,,,10,,,14000000,60000000,,,office,0,4,,,,1,constr type 1,Y,6,Financial District/South Beach,94105,804818386225
200002172133,1,new construction,02/17/2000,3737,001A,405,,Howard,St,,,to erect office,complete,03/28/2005,02/17/2000,09/09/2000,03/28/2005,02/07/2001,,,10,,,14000000,60000000,,,office,0,4,,,,1,constr type 1,Y,6,Financial District/South Beach,94105,804910386236
200002172133,1,new construction,02/17/2000,3737,001B,405,,Howard,St,,,to erect office,complete,03/28/2005,02/17/2000,09/09/2000,03/28/2005,02/07/2001,,,10,,,14000000,60000000,,,office,0,4,,,,1,constr type 1,Y,6,Financial District/South Beach,94105,804911386237
200002172133,1,new construction,02/17/2000,3737,002,405,,Howard,St,,,to erect office,complete,03/28/2005,02/17/2000,09/09/2000,03/28/2005,02/07/2001,,,10,,,14000000,60000000,,,office,0,4,,,,1,constr type 1,Y,6,Financial District/South Beach,94105,804912386238
200002172133,1,new construction,02/17/2000,3737,003,405,,Howard,St,,,to erect office,complete,03/28/2005,02/17/2000,09/09/2000,03/28/2005,02/07/2001,,,10,,,14000000,60000000,,,office,0,4,,,,1,constr type 1,Y,,,94105,804913386239
200002172203,2,new construction wood frame,02/17/2000,4076,014,705,,Utah,St,,,erect anew3 story single family dwelling,reinstated,02/12/2003,02/17/2000,07/19/2002,,07/31/2003,,,3,,,250000,250000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,10,Potrero Hill,94107,804916386244
200002222381,2,new construction wood frame,02/22/2000,5476,020,1081,,Le Conte,Av,,,to erect 9 dwelling unit & 4 stories new bldg,complete,04/25/2006,02/22/2000,06/12/2003,04/25/2006,,,,4,,,700000,2000000,,,apartments,9,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,805329386272
200002222381,2,new construction wood frame,02/22/2000,5476,022,1081,,Le Conte,Av,,,to erect 9 dwelling unit & 4 stories new bldg,complete,04/25/2006,02/22/2000,06/12/2003,04/25/2006,,,,4,,,700000,2000000,,,apartments,9,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,805331386274
200002182281,2,new construction wood frame,02/18/2000,2655,003,32,,Uranus,Tr,,,to erect a 3 story 2 family dwelling units,issued,11/01/2002,02/18/2000,11/01/2002,,11/01/2002,,,3,,,385000,385000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,8,Castro/Upper Market,94114,805040386251
200002222434,2,new construction wood frame,02/22/2000,2884,009,360,,Magellan,Av,,,erect a new two story single family dwelling,complete,08/06/2002,02/22/2000,01/02/2001,08/06/2002,02/01/2001,,,2,,,425000,425000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,7,West of Twin Peaks,94116,805157146486
200002222437,2,new construction wood frame,02/22/2000,6472,074,850,F,Brunswick,St,,,erect a two story single family dwelling,expired,10/09/2002,02/22/2000,10/09/2001,,,,,2,,,250000,250000,,,1 family dwelling,1,2,,,,5,wood frame (5),,11,Excelsior,94112,1204655472193
200002222441,2,new construction wood frame,02/22/2000,2884,010,368,,Magellan,Av,,,erect 2 story single family dwelling,complete,08/06/2002,02/22/2000,01/02/2001,08/06/2002,02/01/2001,,,2,,,425000,425000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,7,West of Twin Peaks,94116,805277386263
200002222460,2,new construction wood frame,02/22/2000,5542,039,1728,,Alabama,St,,,erect a three story single family dwelling,complete,12/09/2002,02/22/2000,07/25/2001,12/09/2002,,,,3,,,180000,180000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,805306386271
200002222398,2,new construction wood frame,02/22/2000,3727,061,165,,08th,St,,,erect a five story forty-eight unit residential bldg,complete,06/04/2002,02/22/2000,08/18/2000,06/04/2002,02/20/2001,,,5,,,,9000000,,,apartments,48,2,,,,5,wood frame (5),Y,6,South of Market,94103,805347165024
200002222398,2,new construction wood frame,02/22/2000,3727,062,165,,08th,St,,,erect a five story forty-eight unit residential bldg,complete,06/04/2002,02/22/2000,08/18/2000,06/04/2002,02/20/2001,,,5,,,,9000000,,,apartments,48,2,,,,5,wood frame (5),Y,6,South of Market,94103,805350386278
200002222398,2,new construction wood frame,02/22/2000,3727,067,165,,08th,St,,,erect a five story forty-eight unit residential bldg,complete,06/04/2002,02/22/2000,08/18/2000,06/04/2002,02/20/2001,,,5,,,,9000000,,,apartments,48,2,,,,5,wood frame (5),Y,6,South of Market,94103,805351386277
200002232627,2,new construction wood frame,02/23/2000,2973,034,75,,Miraloma,Dr,,,erect a three story single family dwelling,complete,11/10/2004,02/23/2000,03/06/2003,11/10/2004,03/06/2003,,,3,,,300000,480000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,7,West of Twin Peaks,94127,805361368851
200002232520,2,new construction wood frame,02/23/2000,1543,013,565,,Arguello,Bl,,,erect a four story five unit residential bldg,complete,08/13/2007,02/23/2000,06/28/2005,08/13/2007,07/08/2005,,,4,,,500000,1400000,,,apartments,5,2,,,,5,wood frame (5),Y,1,Inner Richmond,94118,805239103576
200002252847,2,new construction wood frame,02/25/2000,6605,020,799,,Duncan,St,,,erect a three story single family unit,complete,09/12/2002,02/25/2000,08/02/2001,09/12/2002,08/03/2001,,,3,,,240000,240000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,8,Noe Valley,94131,805707386314
200002252844,2,new construction wood frame,02/25/2000,6605,020,789,,Duncan,St,,,to erect one dwelling unit with 3 story bldg,cancelled,11/28/2007,02/25/2000,,,,,,3,,,260000,,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,8,Noe Valley,94131,805696386312
200002293001,2,new construction wood frame,02/29/2000,1433,027,330,,02nd,Av,,,erect a three story three unit residential bldg,complete,03/08/2005,02/29/2000,08/30/2002,03/08/2005,09/04/2002,,,3,,,500000,500000,,,apartments,3,2,,,,5,wood frame (5),Y,1,Inner Richmond,94118,805787242453
200002262878,1,new construction,02/26/2000,3978,001,450,,Rhode Island,St,,,to erect multi-media industry,issued,04/19/2001,02/26/2000,04/19/2001,12/28/2000,03/01/2001,,,6,,,32500000,69000000,,,office,0,4,,,,1,constr type 1,Y,10,Potrero Hill,94107,874872386306
200002262878,1,new construction,02/26/2000,3978,001,1901,,17th,St,,,to erect multi-media industry,issued,04/19/2001,02/26/2000,04/19/2001,12/28/2000,03/01/2001,,,6,,,32500000,69000000,,,office,0,4,,,,1,constr type 1,Y,10,Potrero Hill,94107,874873168318
200002293109,2,new construction wood frame,02/29/2000,4076,018,2311,,19th,St,,,"erect 2  units,3 story condo units",expired,10/19/2005,02/29/2000,07/19/2002,,05/18/2004,,,3,,,250000,350000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,10,Potrero Hill,94107,805910169761
200002293045,2,new construction wood frame,02/29/2000,4969,009,1010,,Jamestown,Av,,,erect 2 story single family dwelling unit,complete,01/24/2003,02/29/2000,11/16/2001,01/24/2003,11/26/2001,,,2,,,150000,293707,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,806052386331
200003023332,2,new construction wood frame,03/02/2000,6742,038,663,,Chenery,St,,,"one-stop, erect 4 story 3 units family dwelling",expired,08/11/2003,03/02/2000,11/09/2000,,,,,4,,,100000,400000,,,apartments,3,2,,,,5,wood frame (5),,8,Glen Park,94131,806157211929
