,id,name,serviceProviderCode,hostId,logLevel,enabled,display,hostedACA,isForDemo,state,country,defaultAppActive,databaseType,iconName
1145,550552d9-1d3c-4c12-8797-80ec3d37b5fe,AURORA,AURORA,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Aurora,True,False,OR,US,True,1,logo.jpg
1147,a8d4aec9-83b1-4515-a599-812eb6dc9564,NEWMARKET,NEWMARKET,b73e42b0-9585-46f9-9a4e-2191b6e31e08,90,True,,,False,ON,CA,True,2,
1156,882b3fab-61c6-4033-b62e-824d32112be5,JOSEPHINE_CO,JOSEPHINE_CO,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Josephine County,True,False,OR,US,True,1,logo.jpg
1159,c12aa5cd-86b5-42bf-b006-834bf6622133,QA-CNST43,QA,4925dda1-e84d-40eb-abf6-c473840ea184,90,True,kla,,False,CA,US,True,1,logo.jpg
1160,ce1625ee-49e4-4675-ae69-839af2e63a8d,COWLITZ,COWLITZ,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,COWLITZ,True,False,WA,US,True,2,
1162,23934fbf-e016-4ef6-82fb-83e4f62cceb6,STDTEST2019-stest7,STDTEST2019,bce33295-76fd-40a1-a07c-ec5cce744c61,90,True,,,False,CA,US,True,2,logo.jpg
1163,218c737f-bbba-4b56-b7a2-841fe3bc0a38,SMCGOV,SMCGOV,52f80df3-26db-462a-8c4c-125fdb29ce97,100,True,San Mateo County,True,False,CA,US,True,2,logo.jpg
1166,77fef3c7-963a-48ba-bfa5-845d56f58147,MISSOULA,MISSOULA,0ee5d54a-41c4-488c-aa78-db64ff42ce78,90,True,City of Missoula,True,False,MT,US,True,2,logo.jpg
1170,dd5011e2-ba8e-4324-bd1b-85038cac5e5c,CINCINNATI,CINCINNATI,7d2cd364-d72c-4f91-8a83-c47405169ad3,90,True,CINCINNATI,,False,OH,US,True,1,
1181,ce875ac6-585b-468f-ba0b-86d4538fa42b,BIRMINGHAM,BIRMINGHAM,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,BIRMINGHAM,True,False,AL,US,False,2,logo.jpg
1184,ba48a4ed-fd52-46fd-9594-870633301e47,MIHS,MIHS,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,MIHS,True,False,MI,US,True,2,
1190,a731fc29-ce80-4ff4-a8ed-877ed0790266,TAMPA,TAMPA,7673fcde-7894-4348-9f10-b3f3d4cc0a12,90,True,TAMPA,True,False,FL,US,True,2,
1199,632da483-5dda-40c7-b3fa-886fc71ec9bc,LONGMONT,LONGMONT,9d76e249-5489-4155-a78c-ee4de54caf8e,90,True,"Longmont, CO",True,False,CO,US,True,2,logo.png
1201,4bf1117b-26fb-4440-bab9-8897ebccf696,COLLEGEPARK,COLLEGEPARK,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,College Park,True,False,MD,US,True,2,
1205,1be5ea5a-056a-4957-b778-89711ab6e3bb,STANDARDTEST-GWY-325,STANDARDTEST,b788dd5d-4e9e-4f2e-b4af-21742d3b2743,90,True,,,False,CA,US,True,1,logo.jpg
1206,06071736-8e9f-4fa0-af00-8983d572b338,KEIZER,KEIZER,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Keizer,True,False,OR,US,True,1,
1208,d67b8297-1a4b-4e07-b5ed-89ac038eee5e,ROSEVILLE_MN,ROSEVILLE_MN,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,ROSEVILLE_MN,True,False,MN,US,True,2,
1221,2c9f8eaf-85ba-4c9b-90ed-8b277f780094,WELD-TEST,WELD-TEST,93b8d71d-59b3-4d07-9fbf-2763ab611533,90,True,,,False,CO,US,True,2,
1223,db1875dc-9cc4-4381-a804-8b856d7cca51,MJPA,MJPA,21c44f07-cba8-49d7-902d-b8b300a89fdc,90,True,March Joint Powers Authority,True,False,CA,US,True,1,
1224,ea120fdc-573d-4e6c-97e9-8b8afa71ed18,AZCCSF,CCSF,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"City and County of San Francisco, CA",,False,CA,US,True,2,
1226,725e5ca2-aab2-4db1-9681-8c60fdbcb7a9,DETROIT,DETROIT,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,CITY OF DETROIT,True,False,MI,US,True,2,logo.jpg
1235,80c20fa4-5a73-4465-927d-8d14d54b9d7d,LEAMS,LEAMSDPW,4cc31f8a-c4b9-467c-b59d-8dee845bf0d0,90,True,LEAMSDPW,True,False,CA,US,True,1,
1243,d5b4841b-1863-4f53-901a-8df5411afb70,Standardtest-44-22,Standardtest,c32e11ff-2999-4ba8-b402-f2f1eee8bf10,90,True,adn,True,False,CA,US,True,1,
1245,a4bd0d9c-1b40-490c-a08b-8eb933245c23,TILLAMOOK_CO,TILLAMOOK_CO,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Tillamook County,True,False,OR,US,True,1,logo.JPG
1246,299ed584-6083-4bf7-8811-8ebb3f6f8b80,MCALLEN,MCALLEN,50685357-03a2-4206-9ef7-6c6042e4d2cd,90,True,City of McAllen,,False,TX,US,True,2,
1249,1d9bed47-1d61-48c9-a747-8f142be8a593,ERD,ERD,e11c84f6-c608-48d6-a722-7ff114ebe419,90,True,ERD,True,False,MT,US,True,1,
1253,5b133ecf-43e2-4beb-9f64-8f69ab5d3836,DESCHUTES_CO,DESCHUTES_CO,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Deschutes County,True,False,OR,US,True,1,logo.jpg
1255,031525d9-9562-469d-927b-8f9ef0fdcf51,DENPrkTest,Denver,6255d00f-509c-4549-8064-34320f72c62e,90,True,DENPrkTest,True,False,CO,US,True,1,
1265,f66378f7-d600-47eb-aa8b-90cdb6580b88,HUMBOLDT,HUMBOLDT,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,Humboldt County,True,False,CA,US,True,2,logo.jpg
1272,039b3e4f-9b70-490a-bb9a-9152acdb2a1c,STANDARDTEST-GTW431-2,STANDARDTEST,7f25d376-91fd-49b6-883a-d002add2b5bd,90,True,,,False,CA,US,True,1,
1276,ea593f48-72bc-4fda-8ece-918d6fa63eff,AZOLMSTED,OLMSTED,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,Olmsted County,,False,MN,US,True,2,
1278,abe0fc33-231e-4545-8d08-923734268c51,LEXINGTON,LEXKY,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,KY,US,True,2,logo.png
1280,55f77c0f-7bc1-477d-a62e-92574b8177ce,COLUMBUS,COLUMBUS,4fd4ce3e-658d-439c-8652-8037b359a70c,90,True,City of Columbus Building and Zoning Services,True,False,OH,US,True,1,
1292,05869c8e-e2fc-4676-89e5-9349bfdf84a5,KLAMATH_CO,KLAMATH_CO,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Klamath County,True,False,OR,US,True,1,logo.jpg
1299,ee0941d1-0504-4db9-a6f5-93dfcc35c7a3,woodlands,woodlands,f6934f4b-b309-4133-8f6a-6289ffd3a852,90,True,"The Woodlands Towsnhip, TX",,False,TX,US,True,2,logo.jpg
1300,a3cc2ae3-52d4-4920-8ebe-93e9d3026843,HOOD_RIVER,HOOD_RIVER,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Hood River City,True,False,OR,US,True,1,logo.png
1303,2375beb0-f68f-44d7-9dd0-94079baffd6e,E_CHICAGO,E_CHICAGO,e2cb7068-865f-4b0d-b774-4d1a63e66c61,90,True,E_CHICAGO,True,False,IL,US,True,1,logo.png
1306,ed6519eb-a102-4bd2-8dc8-94b0d499652b,ATLANTA_GA,ATLANTA_GA,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"City of Atlanta, GA",,False,GA,US,True,2,
1307,7ba52dcb-fd4a-425a-93bc-94becea2e647,WILDWOOD,WILDWOOD,e2cb7068-865f-4b0d-b774-4d1a63e66c61,90,True,"Wildwood, MO",True,False,MO,US,True,1,logo.png
1308,6e28753f-5427-4870-9689-94cb562792ae,ADBC,ADBC,7213883a-481e-41d6-adc2-721b2e83bc52,100,True,,True,False,Abu Dhabi,AE,True,1,
1310,adc7f46d-572b-426b-889a-9545fd70dd52,CLOUD10,CLOUD10,c19b975c-f24f-4900-a809-4129e8a96d30,90,True,_Cloud10-DEMO,True,False,CA,US,True,1,logo.png
1323,8c1f8689-52a1-4515-b695-964e58c12f4e,MILWAUKEE,MILWAUKEE,52f80df3-26db-462a-8c4c-125fdb29ce97,100,True,Milwaukee,,False,WI,US,False,2,logo.jpg
1334,d9bbf26a-7658-4f68-8213-97f78d43c524,OSCEOLA_TEST,OSCEOLA,66b097e7-c6e9-49bc-9c9b-cb1fdc6c5abc,90,True,Osceola Test County,,False,FL,US,True,2,
1335,cdd5748f-3ec2-4fdb-883c-97fcaf1c7b3e,PLACERCO,PLACERCO,a7ca9457-25d7-479e-a7a0-647601582e22,90,True,Placer County,True,False,CA,US,True,1,logo.png
1337,30e8f1a9-4d57-45ea-bd90-98401bdae4d0,FFX,FFX,f50fad59-5743-4a40-bf0a-e4d38f70d8e8,90,True,"Fairfax County, VA",True,False,VA,US,True,2,logo.png
1343,6c692d31-503a-4fbc-8e2b-9919a0548bb2,YAKIMACO,YAKIMACO,f8b30a2f-32e3-4ec0-b186-aa5f73c7fb8b,90,True,"Yakima County, WA",,False,WA,US,True,2,
1354,d1490fb5-3789-4fd5-a21f-99f69f43c172,VISALIA-FIRE,VISALIA,32a528ab-9ed5-4d78-80f9-e6087c909b98,90,True,,,False,CA,US,True,2,
1357,3a9b725d-4fe1-4de3-b922-9a5cdaf3d2d7,SEATTLE,SEATTLE,6168de56-98d1-4759-b329-c3d06e894a41,90,True,SEATTLE,True,False,WA,US,True,2,logo.png
1358,2d8a078d-7ed5-4753-863e-9a8469f9c9f6,GOLDEN,GOLDEN,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,City of Golden,True,False,CO,US,True,2,
1360,f781d5b6-59f6-4dae-89e1-9acda4a9a18c,GUILFORD,GUILFORD,5078d111-d822-4c3c-8237-432a46b1f9e3,90,True,Guilford County,,False,NC,US,True,1,
1365,331ceb80-3fd5-4673-ba29-9b2654b6859d,CORVALLIS,CORVALLIS,3702c522-6c95-45c7-b147-557f14950a0c,90,True,City Of Corvallis,True,False,OR,US,False,2,logo.png
1373,0ef95478-947e-4878-828e-9bee608e4862,COR,COR,84bd69c4-1f09-44ba-8ba7-0d3a2d4c9e1d,90,True,"City of Roseville, CA",True,False,CA,US,True,1,logo.jpg
1381,03af8159-4888-445b-8c25-9d2f0978bdaf,Test-Agency-QA,QA,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,,False,CA,US,True,2,
1383,e103e10b-62f7-493b-b367-9d54785d77fa,COLUMBIA_CITY,COLUMBIA_CITY,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Columbia City,True,False,OR,US,True,1,
1386,8b60d82e-f443-4d6f-9c09-9d9daff8f622,OLE,OLE,60713347-dddf-4b40-8a29-eb47f74e8522,100,True,Agency OLE,,False,MA,US,True,1,
1407,c3356777-0ada-4407-914d-a0a7f19742bb,BOCC,BOCC,b6c22d5f-25b1-42b6-a1e2-e01786477024,90,True,Charlotte County BOCC,True,False,FL,US,True,2,logo.png
1410,e718cab2-0e89-4fc9-b860-a0eec9d7b3ce,AZTLG,TLG,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,,False,CA,US,True,2,
1425,86874c1d-4d5d-4196-b5f0-a2344679c6da,OSHPD,OSHPD,457ddf6f-fe5e-4495-855b-1ebf840ac14c,90,True,State of California - OSHPD - Statewide Health Planning and Development,True,False,CA,US,True,2,logo.jpg
1432,6ef6e7d5-fc69-4582-9c49-a2d737483f61,COS-Dev,COS,0d21961d-226c-4e48-989a-0257b2f93d05,90,True,COS-DEV,True,False,MA,US,True,2,logo.jpg
1434,5e575404-9be3-4a40-90e8-a30ca9190d3c,SLCREF-ServiceRequest,SLCREF,0ca41fb9-60c3-42b5-ae75-081903022e09,90,True,SLCREF ServiceRequest,True,False,UT,US,True,1,logo.png
1439,fa61d43d-80e4-44f8-8a53-a3650c4980e5,VISALIA,VISALIA,32a528ab-9ed5-4d78-80f9-e6087c909b98,90,True,Visalia,,False,CA,US,True,2,
1441,fdfb6d1c-d33e-4ab1-ae6c-a38bf39d3523,SBC,SBC,02d1b33a-4237-4cc7-8b14-6a83dc5b6f76,90,True,County of San Bernardino,True,False,CA,US,True,2,
1442,0ec2b4c6-e527-4388-a8cf-a3a013b90e23,SANDIEGO,SANDIEGO,52f80df3-26db-462a-8c4c-125fdb29ce97,100,True,SANDIEGO,True,False,CA,US,True,2,logo.png
1448,45c22483-2a9e-4373-b90b-a429e40d6770,AZBUTLER,BUTLER,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"Butler County, OH",True,False,OH,US,True,2,
1451,779012ca-3fec-44ea-a6dd-a455ac4e70c9,CDFA,CDFA,d54c398c-a29f-4746-92bb-8241384bd945,90,True,State of California - Department of Food and Agriculture,True,False,CA,US,True,1,
1453,41788d2c-fa95-4784-86e1-a4644ce8abba,MILWAUKEE_SUPP,MILWAUKEE,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,Milwaukee Support,True,False,WI,US,True,2,
1455,6772b345-399c-49b7-afae-a50e46dabaad,BERNCO,BERNCO,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,BERNCO,True,False,NM,US,True,2,logo.jpg
1459,4d624529-0b47-4560-89ab-a5d21fae23c1,AZMIMM,MIMM,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,MIMM,True,False,MI,US,True,2,
1465,32b78fa5-b110-4f35-be95-a6a6f45f2edc,SLC,SLC,24d017b7-4289-4710-883e-acc19e122dab,90,True,Saint Louis County,True,False,MO,US,True,2,
1466,1545d7bf-1611-48a1-8385-a6bdd71ee95a,COWETA,COWETA,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,COWETA,True,False,GA,US,True,2,logo.png
1469,7fdc1d1c-735b-4778-bc23-a6f32c3ac114,ADAMSCO,ADAMSCO,34e79cfe-7742-446a-a6da-b6f08182ce4c,90,True,Adams County,True,False,CO,US,True,2,logo.jpg
1470,37e1fa04-c2a1-4ffd-95db-a6fc53fc6d7b,CHESAPEAKE,CHESAPEAKE,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,CHESAPEAKE,True,False,VA,US,True,2,logo.png
1472,a9e2bc5e-06e9-4290-ab12-a71a57d966d3,PALOALTO-ER,PALOALTO,21c44f07-cba8-49d7-902d-b8b300a89fdc,90,True,PALOALTO-ER,,False,CA,US,True,1,
1474,cf89cd40-3377-4eb4-991a-a7a5451c54e8,AVONDALE,AVONDALE,5aae5234-81d0-434b-b8db-7f27609db5a4,90,True,avondale,True,False,AZ,US,True,1,
1478,42d900b9-348b-4390-9c71-a84760a08642,DUBLINOH,DUBLINOH,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"City of Dublin, Ohio",True,False,OH,US,True,2,logo.png
1482,8f4590db-586b-4b0e-85a2-a933a9440086,REDMOND,REDMOND,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Redmond,True,False,OR,US,True,1,logo.jpg
1484,d9d99aaa-c758-4128-a8d8-aa145c726702,MANZANITA,MANZANITA,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Manzanita,True,False,OR,US,True,1,
1485,cbb268cb-96d1-411b-a3a0-aa2e2cad3174,MILWAUKIE,MILWAUKIE,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Milwaukie,True,False,OR,US,True,1,logo.png
1491,2a1d075a-38e0-4f6b-b412-aac8b331c686,PERMITS,BARRIE,947bd79f-f524-4fbe-8891-407ad9b54ebc,90,True,,True,False,ON,CA,True,2,logo.png
1494,1b0a3ffe-9c7c-4bca-90ba-aafd02b89a6c,MCCOG,MCCOG,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,,,False,OR,US,True,1,
1497,28c8ec19-2cec-4e94-87c3-ab780f48e589,WHITTIER,WHITTIER,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,City of Whittier,True,False,CA,US,True,2,logo.jpg
1502,3cf98911-34b2-48ef-9bb2-ac1889174741,PHILOMATH,PHILOMATH,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Philomath,True,False,OR,US,True,1,logo.jpg
1503,03c3a3b9-d288-411b-8acb-ac3086783a20,MILARA,MILARA,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,MILARA,True,False,MI,US,True,2,
1506,5d6c044b-0751-4b34-94af-ac515308ccbc,SAAS,SAAS,f3feaea9-fece-408f-ad0d-95931e166771,90,True,Accela SaaS,True,False,CA,US,True,1,
1511,e64b1e65-2039-42e8-9848-ad8fe1a119c8,ETECH,ETECH,dae664fe-c79d-4803-88c8-275317c6ce1b,90,True,ETECH,True,False,OR,US,True,2,logo.png
1512,fd015abf-71f1-405f-9994-add644828932,WEST_LINN,WEST_LINN,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,West Linn,True,False,OR,US,True,1,logo.png
1514,f8565bbd-888b-417c-b442-ade3253a1ccd,MCPHD,MCPHD,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,MCPHD,,False,IN,US,True,2,logo.png
1517,596f4743-7749-4776-84e6-aeae7be6495e,AZCHESTERFIELD,CHESTERFIELD,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,Chesterfield County,,False,VA,US,True,2,logo.jpg
1521,bfa64dd1-7b05-41a2-be66-aefbbd56ca3f,CRC-Triage,CRC,a3d40f70-67af-4caa-816d-c2407ca0d5ac,90,True,CRC Triage,,False,UT,US,True,2,
1523,dc2f075f-d8eb-4508-b802-af6ff56393d0,TEHACHAPI,TEHACHAPI,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,TEHACHAPI,,False,CA,US,True,1,
1529,9e5fafbf-179e-46a0-8def-afb268cc542f,ELPASO,ELPASO,db9a6fd2-183c-4395-997c-ed02f392e0b1,90,True,"City of El Paso, TX",True,False,TX,US,True,1,logo.jpg
1530,c5e5b02e-c62a-4ab6-b8df-afca9a2f4e85,CLOUD11,CLOUD11,c19b975c-f24f-4900-a809-4129e8a96d30,90,True,_Cloud11-DEMO,True,False,CA,US,True,1,logo.png
1535,9fb14b0a-75a2-4b74-be44-b08cfae61b7d,CERS-DEV,SOL_INT,ced2909f-72fb-43b6-8809-3b1bfc9861a9,90,True,CERS DEVELOPMENT ENVIRONMENT,True,False,UT,US,True,2,
1540,77b2592c-1c67-4b13-b207-b0ddc0137342,COBURG,COBURG,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Coburg,True,False,OR,US,True,1,logo.jpg
1550,ca7a0a57-032a-4293-bab9-b1d7947de61f,VENETA,VENETA,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Veneta,True,False,OR,US,True,1,logo.jpg
1552,23d6ade1-1ec1-452e-9bc3-b223c28bd909,Azure-MT-QA-s446,QA,b40a9423-ba78-4533-b53b-728477693f76,90,True,,,False,CA,US,True,2,
1554,c3a4285d-b6e9-4d20-bcd6-b25f141b8b96,OREGON,OREGON,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,,,False,OR,US,True,1,
1557,3c3756f4-f481-42f7-a091-b2ba69c79e85,AZURE-MT-Host-1s446,QA,b40a9423-ba78-4533-b53b-728477693f76,90,True,,,False,CA,US,True,2,
1562,675f1c6b-1847-4a3d-a711-b37411fa5c0b,andreistall,andreistall,d72cc305-0a75-40ec-b9cd-a3bfcd285a11,90,True,andreistall,True,False,CA,US,True,1,
1568,9adef673-0141-43d6-a225-b4293012addf,EVANSTON,EVANSTON,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,,False,IL,US,True,2,
1569,4a91bcc7-8676-4a16-842a-b452a6db7d01,OR_MHODS,OR_MHODS,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Oregon MHODS,,False,OR,US,True,1,
1571,9ae99475-671d-4f4b-a4a5-b45aa02d22fe,PITTSBURGH_PA,PITTSBURGH_PA,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,PA,US,True,2,
1573,8ab43f57-6e43-4f0a-84a5-b47d0724dfc2,FFX_HOSTED,FFX,e2cb7068-865f-4b0d-b774-4d1a63e66c61,90,True,FFX,True,False,VA,US,True,2,
1582,1d9d8a67-a69d-43d0-897b-b5be07c621a3,COC,COC,a1258f5d-8a9c-417f-8343-56b5c033b34f,90,True,"Cleveland, OH - City",True,False,OH,US,True,1,
1584,5901e1eb-afdf-4205-9948-b5c9239e6a10,PAYMENT-DEV,SOL_INT,a36cd393-b8cb-4a8b-a9e9-fa4031e46d4c,90,True,PAYMENT DEVELOPMENT MACHINE,True,False,UT,US,True,2,
1588,01d36bcc-5aa7-401b-a743-b6446dc45aec,HAPPY_VALLEY,HAPPY_VALLEY,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Happy Valley,True,False,OR,US,True,1,logo.jpg
1589,8130fc9a-7ed6-4a5a-b6bd-b65a410c394f,TRAINING001,TRAINING001,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,METROPOLIS,True,False,CO,US,True,2,logo.png
1594,62cf3b58-d5b5-488a-841e-b6c184d2381e,FDACS,FDACS,1fe93044-0c54-4610-95a5-b6b99c228b85,90,True,Florida Department of Agriculture and Consumer Services,True,False,FL,US,True,1,logo.png
1602,b4d417d3-43db-4d59-91a3-b743b83166c6,MARION_CO,MARION_CO,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Marion County,True,False,OR,US,True,1,logo.png
1605,e25e3333-1cb9-4c60-be91-b79ccaa43fa8,MARTINCO,MARTINCO,52f80df3-26db-462a-8c4c-125fdb29ce97,100,True,"Martin County, FL",True,False,FL,US,True,2,
1614,b9d77db9-a35f-4528-a017-b85a46af2238,SUFFOLKCO,SUFFOLKCO,52f80df3-26db-462a-8c4c-125fdb29ce97,100,True,Suffolk County,,False,NY,US,True,2,logo.png
1617,ab4d31c6-c4e7-4ae4-bafe-b88a65ed9c09,CITYOFRC,CITYOFRC,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,CITYOFRC,True,False,CA,US,True,2,logo.png
1621,7d7c273a-6a49-4f47-92c7-b8b36a5e6d58,CCSF,CCSF,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"City and County of San Francisco, CA",True,False,CA,US,True,2,
1623,b43b06e3-9a83-4ff8-aa9a-b8e6dfbc1e8c,Fresno,Fresno,750c2bd3-b6d4-43e0-9127-7d9814414fb7,90,True,Fresno Development and Resources Management Department,,False,CA,US,True,1,logo.png
1629,f1ae38e9-f60a-44ae-a2ac-ba32cfcc1a57,OLWSD,OLWSD,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,OLWSD,True,False,OR,US,True,2,logo.png
1634,e63d78d7-6dcf-43ed-ac39-baa1513c4a5a,MOFK,MOFK,b3662b24-8a8d-4949-8ee8-8de41cea212a,90,True,,True,False,Kuwait,KW,True,2,
1636,0315174e-415c-4dcb-b323-bae820336407,CULVERCITY,CULVERCITY,778cda02-1882-4dd9-9d5f-a45a7633a993,90,True,"Culver City, CA",True,False,CA,US,True,2,logo.png
1642,c9a377e9-c977-4660-8b20-bb9aa978d0d4,COOS_BAY,COOS_BAY,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Coos Bay,True,False,OR,US,True,1,logo.png
1647,d242f63e-c083-4cd3-920a-bc2010e534bf,CLOUD02,CLOUD02,c19b975c-f24f-4900-a809-4129e8a96d30,90,True,_Cloud02-DEMO,True,False,CA,US,True,1,logo.png
1648,42964831-97e7-4625-a8cb-bc27cf5762b5,LENEXA,LENEXA,6ac79ee0-1826-4222-a332-099050d0b1eb,90,True,Lenexa,True,False,KS,US,True,2,logo.png
1657,2461f7e5-59b5-4869-88b9-bdf65e177ce0,ARAPAHOE-PROD,ARAPAHOE,51404662-34e0-4e74-acb1-a43c1a019840,90,True,Arapahoe County Public Works - PROD,True,False,CO,US,False,2,logo.png
1658,5e7e5cba-5463-4295-a43c-be1e5a91939e,BRIDGETON,BRIDGETON,9ddc5a31-6da5-4704-bb24-6d7f9c8be5d5,90,True,BRIDGETON,True,False,MO,US,True,2,
1663,b8aa7cd3-e407-45c8-8346-be802a7b4b66,HOCOTEC,HOCOTEC,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,MD,US,True,2,
1668,ff674d09-d098-4c13-985e-bec15150c4a5,SFPORT,SFPORT,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,"Port of San Francisco, CA",True,False,CA,US,True,2,
1672,aaf83958-5bf3-471d-8308-bf52f018b0a9,VENTURA,VENTURA,27123a25-714c-4bb5-ad8c-3f0e2c026c58,90,True,Ventura County Automation,,False,CA,US,True,2,logo.png
1675,13671cb6-e44f-4c88-ba51-bf8943bd856e,COSTILLACO,COSTILLACO,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,,False,CO,US,True,2,
1680,590f30a9-83b9-4c55-be86-c05364d360de,CLOUD21,CLOUD21,c19b975c-f24f-4900-a809-4129e8a96d30,90,True,_Cloud21-DEMO,True,False,CA,US,True,1,
1683,793a6082-9583-44c1-bd2e-c0947f5c4a07,PRAMS,PRAMS,0fc15785-2430-4c44-a153-9ce5ed8b1a1e,90,True,PRAMS,,False,CA,US,True,1,
1689,5308c498-b6d1-4a10-ace3-c11f736ee2b4,USF,USF,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,FL,US,True,2,
1691,8a747f07-efc3-4dbf-94dd-c15a5a6d28cf,SACCO-BLD,SACCO,0050c2c5-0aee-4e7d-971a-58c8964bada9,90,True,,,False,CA,US,True,2,
1692,802d3b5e-ec7c-47e3-83d4-c15aa45be519,PARADISEVLY,PARADISEVLY,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,PARADISE VALLEY,True,False,AZ,US,True,2,logo.jpg
1701,c997d807-9e5c-4012-b21b-c224cf960680,cosd,cosd,4cc31f8a-c4b9-467c-b59d-8dee845bf0d0,90,True,County of San Diego,True,False,CA,US,False,1,logo.jpg
1716,f50351f7-9073-4813-ad77-c46b57288c3c,HARRISBURG,HARRISBURG,30a4a660-2bac-48c1-868d-98d6599cf1b6,90,True,Harrisburg,True,False,OR,US,True,1,
1720,65fd1e8f-e1e3-47c8-9d3a-c47dc072b5ef,NULLISLAND,NULLISLAND,0b0f8844-c3da-46eb-806c-812304941c9e,90,True,Null Island,True,False,CA,US,True,2,
1724,325bb03f-4aa0-4824-80f3-c4b87fa55ae2,LEAMSDPW,LEAMSDPW,0fc15785-2430-4c44-a153-9ce5ed8b1a1e,90,True,LEAMSDPW,,False,CA,US,True,1,
1728,710e1bbd-360c-4d6e-bc5b-c52b4d8afd91,NVMED,NVMED,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,NV,US,True,2,
1734,fdc4d8ee-b083-433c-a5fb-c5c1fec74591,AURORACO,AURORACO,56e90f82-7153-4d41-9d29-880ab19ee7c4,90,True,"Aurora, CO",True,False,CO,US,False,2,logo.png
1736,5e365d65-d430-466a-b671-c6e91558a560,ETECHDEMO,ETECHDEMO,dae664fe-c79d-4803-88c8-275317c6ce1b,90,True,ETech,True,False,OR,US,True,2,
1741,974a30e6-bab2-4e4e-9a02-c7bf66ddbb15,PORTSEATTLE,PORTSEATTLE,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,WA,US,True,2,
1742,dc61467a-ddd1-4064-913f-c7c9f7731bdb,MULTCO-TRL,MULTCO,21c44f07-cba8-49d7-902d-b8b300a89fdc,90,True,,,False,OR,US,True,1,
1749,6d06c032-fde4-4d94-adc7-c86470141ff6,AZCOF,COF,52f80df3-26db-462a-8c4c-125fdb29ce97,90,True,,True,False,CA,US,True,2,
